year_funded,province,district,municipality,barangay,project_name,status,projects,length_km,influence_area_ha,farmer_beneficiaries,latitude,longitude
2017,ISABELA,II,QUIRINO,MANAOAG,CONCRETING OF MANAOAG FMR,COMPLETED,1,0.249,230,85,17.17428,121.76667
2017,ISABELA,II,QUIRINO,RIZAL,CONCRETING OF RIZAL FMR,COMPLETED,1,0.281,50,45,17.136130000000001,121.672614
2017,ISABELA,II,ROXAS,SAN JOSE,CONCRETING OF SAN JOSE FMR,COMPLETED,1,0.399,150,70,17.106155000000001,121.66439699999999
2017,ISABELA,II,ROXAS,SAN PEDRO,CONCRETING OF SAN PEDRO FMR,COMPLETED,1,0.258,100,80,17.168040000000001,121.625173
2017,ISABELA,II,ROXAS,SAN PLACIDO,CONCRETING OF SAN PLACIDO PUROK 1-2 FMR,COMPLETED,1,0.734,150,100,17.140595999999999,121.59401200000001
2017,ISABELA,II,SAN MANUEL,MALALINTA,"CONCRETING OF SITIO VILLA CAYABAN,MALALINTA FMR",COMPLETED,1,0.25,100,60,16.978100000000001,121.567694
2017,ISABELA,II,SAN MANUEL,SANDIAT CENTRO,CONCRETING OF SANDIAT CENTRO FMR,COMPLETED,1,0.275,150,75,17.072385000000001,121.639239
2017,ISABELA,II,SAN MANUEL,VILLANUEVA & SAN FRANCISCO,CONCRETING OF VILLANUEVA- SAN FRANCISCO FMR,COMPLETED,1,0.259,150,75,17.061254000000002,121.618139
2017,ISABELA,II,SAN MARIANO,DARAGUTAN WEST-BALAGAN,CONCRETING OF DARAGUTAN WEST-BALAGAN ROAD SECTION FMR,COMPLETED,1,1.346,250,150,16.916810999999999,122.007087
2017,ISABELA,II,SAN MARIANO,OLD SAN MARIANO-SITIO CAUNAYAN,CONCRETING OF OLD SAN MARIANO-SITIO CAUNAYAN ROAD SECTION FMR,COMPLETED,1,1.206,180,120,17.022987000000001,122.025954
2017,ISABELA,III,ALICIA,BONIFACIO- BAGONG SIKAT,CONCRETING OF BONIFACIO- BAGONG SIKAT (PHASE I) FMR,COMPLETED,1,0.68,100,100,16.783608000000001,121.613646
2017,ISABELA,III,ALICIA,SALVACION-SAN PABLO,CONCRETING OF SALVACION-SAN PABLO FMR,COMPLETED,1,2.058,180,100,16.779236000000001,121.614448
2017,ISABELA,III,ANGADANAN,BUENAVISTA- VICTORY,CONCRETING OF BUENAVISTA- VICTORY FMR,COMPLETED,1,0.619,300,150,16.784690999999999,121.85818500000001
2017,ISABELA,III,ANGADANAN,RANG-AYAN,CONCRETING OF RANG-AYAN FMR,COMPLETED,1,1.468,285,170,16.924980000000001,121.61151
2017,ISABELA,III,ANGADANAN,RANG-AYAN- MANGANDINGAY,CONCRETING OF RANG-AYAN- MANGANDINGAY FMR,COMPLETED,1,0.726,300,480,16.793807999999999,121.855259
2017,ISABELA,III,CABATUAN,RANG-AY,CONCRETING OF RANG-AY FMR,COMPLETED,1,0.747,310,250,16.925007000000001,121.61151700000001
2017,ISABELA,III,SAN GUILLERMO,ANONANG & COLORADO & VILLA SANCHEZ & SAN FRANCISCO,CONCRETING OF ANONANG-COLORADO-VILLA SANCHEZ-SAN FRANCISCO FMR,COMPLETED,1,0.343,492,315,16.736789000000002,121.838173
2017,ISABELA,III,SAN MATEO,SAN IGNACIO,CONCRETING OF SAN IGNACIO FMR,COMPLETED,1,0.397,400,150,16.897362000000001,121.59132
2017,ISABELA,III,SAN MATEO,VICTORIA,CONCRETING OF VICTORIA FMR,COMPLETED,1,0.327,310,250,16.859376000000001,121.605665
2017,ISABELA,IV,CORDON,VILLA MARZO,CONCRETING OF VILLA MARZO FMR,COMPLETED,1,1.228,140,95,16.723994999999999,121.48771600000001
2017,ISABELA,IV,ECHAGUE,IPIL,CONCRETING OF IPIL FMR,COMPLETED,1,0.534,135,153,16.684086000000001,121.63652500000001
2017,ISABELA,IV,JONES,PALAGAO-ARUBUB,CONCRETING OF PALAGAO-ARUBUB FMR,COMPLETED,1,1.716,120,65,16.533508999999999,121.697891
2017,ISABELA,IV,RAMON,SAN MIGUEL-PLANAS,CONCRETING OF SAN MIGUEL-PLANAS FMR,COMPLETED,1,1.13,330,165,16.706983000000001,121.630456
2017,ISABELA,IV,SAN AGUSTIN,QUIMALABASA NORTE-SAN ANTONIO,CONCRETING OF QUIMALABASA NORTE-SAN ANTONIO FMR,COMPLETED,1,0.173,100,80,16.483515000000001,121.763919
2017,ISABELA,IV,SAN ISIDRO,QUEZON,CONCRETING OF QUEZON FMR,COMPLETED,1,0.542,100,65,16.706980000000001,121.63045200000001
2017,NUEVA VIZCAYA,LONE,ALFONSO CASTAÑEDA,GALINTUJA,CONCRETING OF GALINTUJA (PHASE II) FMR,COMPLETED,1,0.415,163,100,16.817668000000001,121.33395899999999
2017,NUEVA VIZCAYA,LONE,AMBAGUIO,CAMANDAG,IMPROVEMENT OF CAMANDAG FMR,COMPLETED,1,0.256,91,300,16.560210000000001,121.024237
2017,NUEVA VIZCAYA,LONE,AMBAGUIO,DULLI,CONCRETING OF CRITICAL ROAD SECTION ALONG HAMHAMAAN-GINAMGAMAN FMR,COMPLETED,1,0.239,20,400,16.547360999999999,121.071614
2017,NUEVA VIZCAYA,LONE,AMBAGUIO,SALINGSINGAN,CONSTRUCTION OF SITIO TEKENG- SITIO BATAG FMR,COMPLETED,1,0.274,160,300,16.556982999999999,121.019341
2017,NUEVA VIZCAYA,LONE,AMBAGUIO,TIBLAC,"IMPROVEMENT OF SITIO LABBI , TIBLAC FMR",COMPLETED,1,0.234,452,800,16.513953000000001,121.080423
2017,NUEVA VIZCAYA,LONE,ARITAO,BALITE,CONCRETING OF PUROK 2 BALITE FMR,COMPLETED,1,0.415,123,87,16.218101999999998,120.98330900000001
2017,NUEVA VIZCAYA,LONE,ARITAO,LATAR,CONCRETING OF LATAR FMR,COMPLETED,1,0.418,150,150,16.260439000000002,121.054565
2017,NUEVA VIZCAYA,LONE,BAGABAG,STA. LUCIA,"CONCRETING OF MORENO, STA. LUCIA FMR",COMPLETED,1,0.567,250,500,16.639177,121.254553
2017,NUEVA VIZCAYA,LONE,BAGABAG,VILLAROS,CONCRETING OF NUEVA VIZCAYA EXPERIMENT STATION ROAD NETWORK (PHASE III) FMR,COMPLETED,1,0.674,185,100,16.606638,121.291894
2017,NUEVA VIZCAYA,LONE,BAMBANG,ABINGANAN-VILLALUZ,CONCRETING OF ABINGANAN-VILLALUZ FMR,COMPLETED,1,0.2,121,107,16.420847999999999,121.13711600000001
2017,NUEVA VIZCAYA,LONE,BAMBANG,SALINAS,"CONCRETING OF SITIO SALECPAN, SALINAS FMR",COMPLETED,1,0.38,100,100,16.385363000000002,121.019244
2017,NUEVA VIZCAYA,LONE,BAMBANG,SAN ANTONIO SOUTH,CONCRETING OF SAN ANTONIO SOUTH FMR,COMPLETED,1,0.234,100,138,16.345039,121.10975500000001
2017,NUEVA VIZCAYA,LONE,BAMBANG,STO. DOMINGO,CONCRETING OF LOWER PUROK 4 STO. DOMINGO WEST FMR,COMPLETED,1,0.434,125,350,16.432863999999999,121.087892
2017,NUEVA VIZCAYA,LONE,BAYOMBONG,BUENA VISTA,CONCRETING OF KAKILINGAN BUENAVISTA FMR,COMPLETED,1,0.28,159,100,16.451588000000001,121.090176
2017,NUEVA VIZCAYA,LONE,BAYOMBONG,CABUAAN,CONCRETING OF PUROK 7 CABUAAN FMR,COMPLETED,1,0.36,13,200,16.546189999999999,121.112921
2017,NUEVA VIZCAYA,LONE,BAYOMBONG,PAITAN,CONCRETING OF PAITAN FMR,COMPLETED,1,0.2232,282,277,16.463968999999999,121.165243
2017,NUEVA VIZCAYA,LONE,DIADI,LURAD,CONCRETING OF LURAD (PHASE II) FMR,COMPLETED,1,0.4422,220,500,16.465281999999998,121.16365999999999
2017,NUEVA VIZCAYA,LONE,DIADI,VILLA AURORA,COCNRETING OF VILLA AURORA FMR,COMPLETED,1,0.224,100,200,16.609317999999998,121.35302299999999
2017,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,BELANCE,CONCRETING OF BELANCE HS FMR,COMPLETED,1,0.339,100,300,16.197008,121.23295400000001
2017,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,BINUANGAN - YABBI,CONCRETING OF BINUANGAN - YABBI FMR,COMPLETED,1,1.322,200,1500,16.189208000000001,121.26526699999999
2017,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,INEANGAN,CONCRETING OF DAHLIA ST. EXTENSION PUROK 6 INEANGAN FMR,COMPLETED,1,0.281,10,50,16.317346000000001,121.08749400000001
2017,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,MALASIN,"CONCRETING OF SITIO ANTING-SITIO MODEL, MALASIN FMR",COMPLETED,1,0.376,23,15,16.294243000000002,121.107574
2017,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,NAGAKAY- PAGASA,IMPROVEMENT OF NAGAKAY- PAGASA FMR,COMPLETED,1,0.387,66,120,16.209803000000001,121.267482
2017,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,PARAI,CONCRETING OF PARAI (PHASE II) FMR,COMPLETED,1,0.415,202,140,16.312031999999999,121.170463
2017,NUEVA VIZCAYA,LONE,KASIBU,CORDON,CONCRETING OF CORDON (PHASE II) FMR,COMPLETED,1,0.402,97,84,16.354441999999999,121.253428
2017,NUEVA VIZCAYA,LONE,KASIBU,NANTAWACAN,"CONCRETING OF UPPER BINGO, NANTAWACAN FMR",COMPLETED,1,0.378,60,100,16.305043999999999,121.200264
2017,NUEVA VIZCAYA,LONE,KAYAPA,BUYASYAS,CONCRETING OF BUYASYAS FMR,COMPLETED,1,0.4,55,300,16.259816000000001,120.958377
2017,NUEVA VIZCAYA,LONE,KAYAPA,NANSIAKAN,CONCRETING OF NANSIAKAN FMR,COMPLETED,1,0.418,150,200,16.449815000000001,121.031785
2017,NUEVA VIZCAYA,LONE,QUEZON,DAGUPAN,"CONCRETING OF SITIO BARAKO, DAGUPAN FMR",COMPLETED,1,0.25,110,250,16.540071999999999,121.347195
2017,NUEVA VIZCAYA,LONE,STA. FE,CANABUAN-LAWED-CAUCO,IMPROVEMENT OF CANABUAN-LAWED-CAUCO FMR,COMPLETED,1,0.405,81,100,16.147034999999999,121.07631600000001
2017,QUIRINO,LONE,AGLIPAY,DUNGO,CONCRETING OF QUIRINO EXPERIMENT STATION ROAD NETWORK (PHASE IV) FMR,COMPLETED,1,1.318,245,150,16.414042999999999,121.66898500000001
2017,QUIRINO,LONE,AGLIPAY,PALACIAN,IMPROVEMENT/CONCRETING OF PALACIAN FMR,COMPLETED,1,0.256,52,34,16.473462999999999,121.629953
2017,QUIRINO,LONE,AGLIPAY,PINARIPAD NORTE- DIODOL,CONSTRUCTION OF PINARIPAD NORTE- DIODOL FMR,COMPLETED,1,1,296,221,16.457629000000001,121.603925
2017,QUIRINO,LONE,CABARROGUIS,STO. DOMINGO,IMPROVEMENT/CONCRETING OF STO. DOMINGO FMR,COMPLETED,1,0.169,128,87,16.491410999999999,121.52937
2017,QUIRINO,LONE,DIFFUN,CAMPAMENTO,IMPROVEMENT/CONCRETING OF PUROK 4 CAMPAMENTO FMR,COMPLETED,1,0.12,350,300,16.544069,121.397165
2017,QUIRINO,LONE,DIFFUN,GULAC,IMPROVEMENT/CONCRETING OF GULAC FMR,COMPLETED,1,0.204,62,45,16.622349,121.534531
2017,QUIRINO,LONE,DIFFUN,SAN PASCUAL,IMPROVEMENT/CONCRETING OF SAN PASCUAL FMR,COMPLETED,1,0.18,140,98,16.533235999999999,121.464707
2017,QUIRINO,LONE,MADDELA,DIPINTIN,IMPROVEMENT/CONCRETING OF TABBA DIPINTIN FMR,COMPLETED,1,0.292,100,145,16.291495000000001,121.658671
2017,QUIRINO,LONE,MADDELA,DIVISORIA SUR,IMPROVEMENT/CONCRETING OF DIVISORIA SUR FMR,COMPLETED,1,0.22,155,117,16.368352999999999,121.721917
2017,QUIRINO,LONE,MADDELA,DUMABATO SUR,IMPROVEMENT/CONCRETING OF DUMABATO SUR WATERFALLS FMR,COMPLETED,1,0.274,385,309,16.338004999999999,121.652292
2017,QUIRINO,LONE,MADDELA,STA. MARIA,IMPROVEMENT/CONCRETING OF STA. MARIA FMR,COMPLETED,1,0.284,100,75,16.368590999999999,121.669464
2017,QUIRINO,LONE,MADDELA,VILLA NORTE,IMPROVEMENT/CONCRETING OF VILLA NORTE FMR,COMPLETED,1,0.25,120,110,16.368348000000001,121.681072
2017,QUIRINO,LONE,MADDELA,VILLA SUR,IMPROVEMENT/CONCRETING OF VILLA SUR FMR,COMPLETED,1,0.16,280,286,16.345731000000001,121.676039
2017,QUIRINO,LONE,NAGTIPUNAN,ANAK,IMPROVEMENT/CONCRETING OF ANAK FMR,COMPLETED,1,0.286,210,290,16.229617000000001,121.654033
2017,QUIRINO,LONE,NAGTIPUNAN,DIPANTAN,IMPROVEMENT/CONCRETING OF DIPANTAN FMR,COMPLETED,1,0.178,30,30,16.268401999999998,121.639222
2017,QUIRINO,LONE,NAGTIPUNAN,LANDINGAN,IMPROVEMENT/CONCRETING OF LANDINGAN FMR,COMPLETED,1,0.2,55,65,16.210156000000001,121.580191
2017,QUIRINO,LONE,SAGUDAY,LA PAZ,IMPROVEMENT/CONCRETING OF GABUYA ST. LA PAZ FMR,COMPLETED,1,0.24,350,250,16.582715,121.570427
2017,QUIRINO,LONE,SAGUDAY,STO. TOMAS,IMPROVEMENT/CONCRETING OF CATEINA ST. STO. TOMAS FMR,COMPLETED,1,0.208,400,320,16.555223999999999,121.611413
2017,QUIRINO,LONE,SAGUDAY,VILLA CARDENAS,IMPROVEMENT/CONCRETING OF PUROK 5 VILLA CARDENAS FMR,COMPLETED,1,0.19,380,220,16.554055000000002,121.545243
2018,BATANES,LONE,BASCO,"DISUNG- SANID, KAYCHANARIANAN","CONCRETING OF DISUNG- SANID, KAYCHANARIANAN FMR",COMPLETED,1,0.22,39,89,20.441929999999999,121.969494
2018,BATANES,LONE,ITBAYAT,MAYAN- KAYVUXUSAN- AXTAK,"CONCRETING OF MAYAN- KAYVUXUSAN- AXTAK, STA. MARIA FMR",COMPLETED,1,0.227,77,200,20.782616999999998,121.845691
2018,BATANES,LONE,ITBAYAT,STA. ROSA,"CONCRETING OF KE'KEB- SITIO CAPARIN , STA. ROSA FMR",TERMINATED,1,0.018,65,65,20.806688999999999,121.84092699999999
2018,BATANES,LONE,ITBAYAT,"TALIH-VARUGAN, RAELE","CONCRETING OF TALIH-VARUGAN, RAELE FMR",COMPLETED,1,0.341,52,70,20.734921,121.821456
2018,BATANES,LONE,UYUGAN,"GIDI- CHURUKURUN, ITBUD","CONCRETING OF GIDI- CHURUKURUN, ITBUD( PHASE II) FMR",COMPLETED,1,0.16,40,60,20.383203999999999,121.95376899999999
2018,CAGAYAN,I,ALCALA,BAYBAYOG,CONCRETING OF BAYBAYOG FMR,COMPLETED,1,0.492,161,23,17.881087000000001,121.703571
2018,CAGAYAN,I,BAGGAO,IMURUNG,IMPROVEMENT/CONCRETING OF IMURUNG FMR,COMPLETED,1,0.483,158,59,17.846824999999999,121.9024
2018,CAGAYAN,I,BAGGAO,SANTOR- HACIENDA INTAL,CONCRETING OF SANTOR- HACIENDA INTAL FMR,COMPLETED,1,0.506,110,30,17.89743,121.889443
2018,CAGAYAN,I,GONZAGA,CABANBANAN SUR- REBECCA,IMPROVEMENT/CONCRETING OF CABANBANAN SUR- REBECCA FMR,COMPLETED,1,0.369,80,95,18.243309,121.947543
2018,CAGAYAN,I,GONZAGA,FLUORISHING,"CONCRETING OF SITIO TABUNGAO, FLUORISHING FMR",COMPLETED,1,0.713,95,35,18.262074999999999,122.002764
2018,CAGAYAN,I,LAL-LO,FABRICA,CONCRETING OF FABRICA FMR,COMPLETED,1,0.376,235,160,18.203825999999999,121.645793
2018,CAGAYAN,I,LAL-LO,LOGAC,CONCRETING OF LOGAC FMR,COMPLETED,1,0.279,163,108,18.161276000000001,121.606104
2018,CAGAYAN,I,STA. TERESITA,LUGA,CONCRETING OF LUGA- SITIO CABARUAN- ALUCAO -LUGA FMR,COMPLETED,1,0.411,100,35,18.210087999999999,121.853734
2018,CAGAYAN,II,ABULUG,CALOG NORTE,CONCRETING OF CALOG NORTE FMR,COMPLETED,1,0.612,280,600,18.361941000000002,121.38238699999999
2018,CAGAYAN,II,ABULUG,CANAYUN,CONCRETING OF CANAYUN FMR,COMPLETED,1,0.62,180,600,18.397169000000002,121.42579000000001
2018,CAGAYAN,II,ABULUG,DANA-ILI,CONCRETING OF DANA-ILI FMR,COMPLETED,1,0.61,130,500,18.429950000000002,121.417449
2018,CAGAYAN,II,ABULUG,SAN JUALIAN,CONCRETING OF SAN JULIAN FMR,COMPLETED,1,0.735,570,400,18.442347000000002,121.39168100000001
2018,CAGAYAN,II,ABULUG,STO. TOMAS,CONCRETING OF STO. TOMAS FMR,COMPLETED,1,0.613,165,1160,18.432659999999998,121.424649
2018,CAGAYAN,II,BALLESTEROS,FUGU- PAYAGAN EAST,CONCRETING OF FUGU- PAYAGAN EAST FMR,COMPLETED,1,0.497,35,20,18.349557999999998,121.53565500000001
2018,CAGAYAN,II,PAMPLONA,CENTRO- CAPALALIAN,CONCRETING OF CENTRO- CAPALALIAN FMR,COMPLETED,1,0.27,95,95,18.478874000000001,121.33884399999999
2018,CAGAYAN,III,AMULUNG,ANNAFATAN-PALAYAG,CONCRETING OF ANNAFATAN-PALAYAG FMR,COMPLETED,1,0.315,162,28,17.809784000000001,121.663523
2018,CAGAYAN,III,ENRILE,DIVISORIA,"CONCRETING SITIO CANNAGAN, DIVISORIA FMR",COMPLETED,1,1.022,305,37,17.512691,121.74523499999999
2018,CAGAYAN,III,IGUIG,BACULUD-SAN ESTEBAN,CONCRETING OF BACULUD- SAN ESTEBAN FMR,COMPLETED,1,0.573,99,25,17.775096999999999,121.76049500000001
2018,CAGAYAN,III,PEÑABLANCA,BICAL,CONCRETING OF BICAL FMR,COMPLETED,1,0.51,90,18,17.570630999999999,121.829818
2018,CAGAYAN,III,SOLANA,IRAGA,"CONCRETING OF SITIO MASIN, IRAGA FMR",COMPLETED,1,0.55,289,34,17.708382,121.63659199999999
2018,ISABELA,I,CABAGAN,SAN JUAN- SAN ANTONIO GAP,CONCRETING OF SAN JUAN- SAN ANTONIO GAP FMR,COMPLETED,1,1.066,150,100,17.393575999999999,121.701216
2018,ISABELA,I,CABAGAN,UGAD PROPER-CALTEX,CONCRETING OF UGAD PROPER -CALTEX FMR,COMPLETED,1,0.638,60,50,17.439727000000001,121.775763
2018,ISABELA,I,DELFIN ALBANO,ANDARAYAN- SITIO LIMBO,"CONCRETING OF ANDARAYAN- SITIO LIMBO, SAN ISIDRO FMR",COMPLETED,1,0.696,250,100,17.288853,121.750637
2018,ISABELA,I,STA. MARIA,SAN ISIDRO EAST,CONCRETING OF SAN ISIDRO EAST FMR,COMPLETED,1,0.77,45,30,17.503474000000001,121.785839
2018,ISABELA,I,STO. TOMAS,SAN RAFAEL ABAJO,CONCRETING OF SAN RAFAEL FMR,COMPLETED,1,1.315,130,80,17.413782999999999,121.755296
2018,ISABELA,I,TUMAUINI,BANTUG,CONCREITNG OF BANTUG FMR,COMPLETED,1,0.883,40,25,17.263815000000001,121.87917899999999
2018,ISABELA,I,TUMAUINI,CAMASI,CONCRETING OF CAMASI FMR,COMPLETED,1,0.745,150,80,17.34197,121.89411200000001
2018,ISABELA,I,TUMAUINI,UGAD,CONCRETING OF UGAD FMR,COMPLETED,1,0.958,100,80,17.315916999999999,121.819991
2018,ISABELA,II,BENITO SOLIVEN,CAPUSERAN- ANDABUEN,CONCRETING OF CAPUSERAN- ANDABUEN FMR,COMPLETED,1,0.69,270,200,16.827653000000002,121.976686
2018,ISABELA,II,BENITO SOLIVEN,NACALMA,CONCRETING OF SITIO ZARAGOZA- NACALMA FMR,COMPLETED,1,0.496,250,200,16.841922,122.00530999999999
2018,ISABELA,II,BURGOS,SAN ANTONIO - MASIGUN,CONCRETING OF SAN ANTONIO - MASIGUN FMR,COMPLETED,1,0.618,235,63,17.087931999999999,121.694169
2018,ISABELA,II,GAMU,MABINI,CONCRETING OF MABINI- UNION PHASE 1 FMR,COMPLETED,1,0.648,150,85,17.099902,121.742745
2018,ISABELA,II,MALLIG,CASILI- SAN JOSE NORTE 1,CONCRETING OF CASILI- SAN JOSE NORTE1 FMR,COMPLETED,1,0.582,550,870,17.201757000000001,121.605408
2018,ISABELA,II,MALLIG,CENTRO 2,CONCRETING OF CENTRO 2 FMR,COMPLETED,1,1.2,250,300,17.217988999999999,121.61317
2018,ISABELA,II,MALLIG,VICTORIA- SAN JOSE SUR,CONCRETING OF VICTORIA- SAN JOSE SUR FMR,COMPLETED,1,0.561,650,750,17.194374,121.605868
2018,ISABELA,II,NAGUILIAN,"CABARUAN, MANARING",CONCRETING OF CABARUAN- MANARING FMR,COMPLETED,1,0.252,120,60,17.117363000000001,121.731252
2018,ISABELA,II,NAGUILIAN,RANG-AYAN- AGUINALDO,CONCRETING OF RANG-AYAN- AGUINALDO FMR,COMPLETED,1,0.586,130,150,16.944134999999999,121.904549
2018,ISABELA,II,NAGUILIAN,SAN MANUEL,CONCRETING OF SAN MANUEL FMR,COMPLETED,1,0.682,160,80,17.030298999999999,121.862617
2018,ISABELA,II,QUIRINO,SINAIT- CABARUAN,CONCRETING OF SINAIT- CABARUAN FMR,COMPLETED,1,0.665,200,100,17.117348,121.731247
2018,ISABELA,II,SAN MANUEL,MANANAO- MARARINGUE,CONCRETING OF MANANAO- MARARINGUE FMR,COMPLETED,1,0.796,400,200,17.010505999999999,121.606195
2018,ISABELA,II,SAN MARIANO,OLD SAN MARIANO - ZAMORAO,CONCRETING OF OLD SAN MARIANO - ZAMORA FMR,COMPLETED,1,0.623,60,100,16.999407999999999,121.993188
2018,ISABELA,III,ALICIA,DAGUPAN- STO. TOMAS,CONCRETING OF DAGUPAN- STO. TOMAS FMR,COMPLETED,1,2.408,200,80,16.781333,121.661688
2018,ISABELA,III,ANGADANAN,BANNAWAG- BONIFACIO,CONCRETING OF BANNAWAG- BONIFACIO FMR,COMPLETED,1,2.523,120,60,16.808135,121.881411
2018,ISABELA,III,ANGADANAN,BARANCUAG- VICTORIA,CONCRETING OF BARANCUAG- VICTORIA FMR,COMPLETED,1,0.74,220,160,16.748158,121.70294
2018,ISABELA,III,ANGADANAN,BONIFACIO,CONCRETING OF BONIFACIO FMR,COMPLETED,1,0.83,120,50,16.784943999999999,121.893125
2018,ISABELA,III,ANGADANAN,"DUROC DIPALUDA, BUENAVISTA","CONCRETING OF SITIO LUNAC- DUROC DIPALUDA, BUENAVISTA FMR",COMPLETED,1,1.084,200,100,16.777985999999999,121.812529
2018,ISABELA,III,ANGADANAN,LIWLIWA,CONCRETING OF LIWLIWA FMR,COMPLETED,1,1.78,120,100,16.773897000000002,121.88649100000001
2018,ISABELA,III,CABATUAN,RANG-AY,CONCRETING OF RANG-AY FMR,COMPLETED,1,0.508,152,75,16.932476000000001,121.62684900000001
2018,ISABELA,III,SAN GUILLERMO,SAN FRANCISCO NORTE- DIETBAN,CONCRETING OF SAN FRANCISCO NORTE- DIETBAN FMR,COMPLETED,1,0.507,120,60,16.740207999999999,121.903435
2018,ISABELA,III,SAN GUILLERMO,SINALUGAN-DINGADING,CONCRETING OF SINALUGAN-DINGADING FMR,COMPLETED,1,1.089,130,90,16.691358000000001,121.88358100000001
2018,ISABELA,III,SAN MATEO,SAN ANDRES,CONCRETING OF SAN ANDRES FMR,COMPLETED,1,0.328,60,50,16.900791999999999,121.613348
2018,ISABELA,III,SAN MATEO,SINAMAR NORTE- SAN MARCOS,CONCRETING OF SINAMAR NORTE- SAN MARCOS FMR,COMPLETED,1,0.587,400,150,16.856503,121.55007000000001
2018,ISABELA,IV,CORDON,CAPIRPIRWAN,"CONCRETING OF SITIO ESTAMPA, CAPIRPIRWAN FMR",COMPLETED,1,0.5,100,90,16.665555999999999,121.45155800000001
2018,ISABELA,IV,JONES,PAPAN ESTE- NAPALIONG,CONCRETING OF PAPAN ESTE- NAPALIONG FMR,COMPLETED,1,1,400,200,16.529343000000001,121.80863600000001
2018,ISABELA,IV,SAN AGUSTIN,MASAYA SUR-VIRGONEZA,CONCRETING OF MASAYA SUR-VIRGONEZA FMR,COMPLETED,1,0.5,100,90,16.479234999999999,121.753327
2018,ISABELA,IV,SAN AGUSTIN,SAN ANTONIO- STO. NIÑO,CONCRETING OF SAN ANTONIO- STO. NIÑO FMR,COMPLETED,1,0.2,200,100,16.476841,121.782934
2018,ISABELA,IV,SAN ISIDRO,QUEZON,CONCRETING OF QUEZON FMR,COMPLETED,1,0.7,250,150,16.706844,121.630595
2018,NUEVA VIZCAYA,LONE,ARITAO,KIRANG,CONCRETING OF KIRANG FMR,COMPLETED,1,0.741,119,100,16.268386,120.996906
2018,NUEVA VIZCAYA,LONE,BAMBANG,SAN ANTONIO- DULLAO,CONCRETING OF SAN ANTONIO- DULLAO FMR,COMPLETED,1,0.58,110,100,16.355415000000001,121.113473
2018,NUEVA VIZCAYA,LONE,BAYOMBONG,BANSING,CONCRETING OF BANSING FMR,COMPLETED,1,0.88,154,245,16.474938000000002,121.18702999999999
2018,NUEVA VIZCAYA,LONE,DIADI,ESCOTING,"CONCRETING OF SITIO LIMBO, ESCOTING FMR",COMPLETED,1,0.53,11,50,16.717504000000002,121.342152
2018,NUEVA VIZCAYA,LONE,DUPAX DEL SUR,CANABAY,CONCRETING OF CANABAY FMR,COMPLETED,1,0.745,100,315,16.235799,121.16023300000001
2018,NUEVA VIZCAYA,LONE,DUPAX DEL SUR,KINABUAN,CONCRETING OF KINABUAN FMR,COMPLETED,1,0.672,85,200,16.212916,121.191429
2018,NUEVA VIZCAYA,LONE,KASIBU,LOGPOND,"CONCRETING OF LOGPOND , KONGKONG FMR",COMPLETED,1,0.672,312,500,16.327494999999999,121.25350299999999
2018,NUEVA VIZCAYA,LONE,KASIBU,MUTA,CONCRETING OF MUTA FMR,COMPLETED,1,0.483,361,507,16.270154000000002,121.296858
2018,NUEVA VIZCAYA,LONE,KASIBU,PAO,CONCRETING OF PAO FMR,COMPLETED,1,0.469,312,280,16.238780999999999,121.35184
2018,NUEVA VIZCAYA,LONE,KAYAPA,BABADI,CONCRETING OF BABADI FMR,COMPLETED,1,0.52,120,200,16.235799,121.16023300000001
2018,NUEVA VIZCAYA,LONE,KAYAPA,PINAYAG,CONCRETING OF PINAYAG FMR,COMPLETED,1,0.628,103,180,16.410167999999999,120.98512100000001
2018,NUEVA VIZCAYA,LONE,SOLANO,BAGAHABAG,CONCRETING OF BAGAHABAG FMR,COMPLETED,1,0.56,160,250,16.507632000000001,121.19071599999999
2018,QUIRINO,LONE,AGLIPAY,DUNGO,CONCRETING OF QUIRINO EXPERIMENT STATION ROAD NETWORK FMR,COMPLETED,1,1.57,200,112,16.418854,121.671335
2018,QUIRINO,LONE,AGLIPAY,PALACIAN,CONCRETING OF PALACIAN FMR,COMPLETED,1,1.1,275,210,16.444655999999998,121.622778
2018,QUIRINO,LONE,AGLIPAY,PINARIPAD SUR,CONCRETING OF PINARIPAD SUR FMR,COMPLETED,1,1.08,142,75,16.461362000000001,121.608312
2018,QUIRINO,LONE,AGLIPAY,PROGRESO,CONCRETING OF PROGRESO FMR,COMPLETED,1,0.77,110,201,16.490054000000001,121.631592
2018,QUIRINO,LONE,AGLIPAY,VILLA SANTIAGO,CONCRETING OF VILLA SANTIAGO FMR,COMPLETED,1,1,132,87,16.407848999999999,121.640383
2018,QUIRINO,LONE,CABARROGUIS,DEL PILAR,CONCRETING OF DEL PILAR FMR,COMPLETED,1,0.9,157,93,16.478276000000001,121.53206299999999
