year_funded,province,district,municipality,barangay,project_name,status,projects,length_km,influence_area_ha,farmer_beneficiaries,latitude,longitude
2018,QUIRINO,LONE,CABARROGUIS,GUNDAWAY- RIZAL,CONCRETING OF GUNDAWAY - RIZAL FMR,COMPLETED,1,0.73,242,110,16.523910999999998,121.541792
2018,QUIRINO,LONE,CABARROGUIS,ZAMORA,CONCRETING O F ZAMORA FMR,COMPLETED,1,0.989,103,120,16.499490000000002,121.523619
2018,QUIRINO,LONE,DIFFUN,IFUGAO VILLAGE,CONCRETING OF IFUGAO VILLAGE FMR,COMPLETED,1,0.64,200,112,16.459932999999999,121.42509
2018,QUIRINO,LONE,DIFFUN,MACATE,CONCRETING OF MACATE FMR,COMPLETED,1,0.74,144,106,16.481453999999999,121.444221
2018,QUIRINO,LONE,DIFFUN,RAFAEL PALMA,CONCRETING OF RAFAEL PALMA FMR,COMPLETED,1,0.62,184,110,16.512902,121.421949
2018,QUIRINO,LONE,DIFFUN,SAN PASCUAL,CONCRETING OF SAN PASCUAL FMR,COMPLETED,1,0.72,194,178,16.533327,121.46777
2018,QUIRINO,LONE,MADDELA,ABBAG,CONCRETING OF ABBAG FMR,COMPLETED,1,1,153,72,16.272734,121.642526
2018,QUIRINO,LONE,MADDELA,BUENAVISTA,CONCRETING OF BUENAVISTA FMR,COMPLETED,1,1.36,132,95,16.332203,121.67584600000001
2018,QUIRINO,LONE,MADDELA,COFCAVILLE,CONCRETING OF COFCAVILLE FMR,COMPLETED,1,1.2,172,110,16.399387000000001,121.698042
2018,QUIRINO,LONE,MADDELA,DIPINTIN,CONCRETING OF DIPINTIN FMR,COMPLETED,1,1.04,193,124,16.288868999999998,121.67259900000001
2018,QUIRINO,LONE,MADDELA,DIVISORIA SUR,CONCRETING OF DIVISORIA SUR FMR,COMPLETED,1,1.17,120,84,16.375707999999999,121.71811599999999
2018,QUIRINO,LONE,MADDELA,PEDLISAN,CONCRETING OF PEDLISAN FMR,COMPLETED,1,1.21,163,82,16.310531999999998,121.647088
2018,QUIRINO,LONE,MADDELA,POBLACION SUR,CONCRETING OF POBLACION SUR FMR,COMPLETED,1,0.97,143,57,16.288779999999999,121.67117
2018,QUIRINO,LONE,NAGTIPUNAN,ANAK,CONCRETING OF ANAK FMR,COMPLETED,1,1.1,123,94,16.222749,121.660881
2019,BATANES,LONE,BASCO,"SITIO TUVA - SITIO RUDAW, SAN JOAQUIN","CONCRETING OF SITIO TUVA - SITIO RUDAW, SAN JOAQUIN FMR",COMPLETED,1,0.431,70,81,20.443625999999998,121.99216199999999
2019,BATANES,LONE,BASCO,"SITIO VAKAHAS - SITIO DIBTANGAN, SAN ANTONIO","CONCRETING OF SITIO VAKAHAS - SITIO DIBTANGAN,SAN ANTONIO FMR",COMPLETED,1,0.36,30,50,20.468388999999998,121.98405200000001
2019,BATANES,LONE,ITBAYAT,"SITIO ÑARAWATAN - SITIO PINVATAVATASAN,STA. ROSA","CONCRETING OF SITIO ÑARAWATAN - SITIO PINVATAVATASAN,STA. ROSA FMR",COMPLETED,1,0.438,45,85,20.812398000000002,121.860551
2019,BATANES,LONE,MAHATAO,"SITIO PAKARAYAN - SITIO TAÑUD - SITIO VUCHID, UVOY","CONCRETING OF SITIO PAKARAYAN - SITIO TAÑUD - SITIO VUCHID, UVOY FMR",COMPLETED,1,0.349,50,60,20.397036,121.958144
2019,BATANES,LONE,UYUGAN,"SITIO DIPTAN - SITIO SUMAKEB, KAYUGANAN","CONCRETING OF SITIO DIPTAN - SITIO SUMAKEB, KAYUGANAN FMR",COMPLETED,1,0.13,30,45,20.362099000000001,121.93651199999999
2019,CAGAYAN,I,APARRI,BULALA SUR,OPENING AND CONCRETING BULALA SUR FMR,COMPLETED,1,0.387,220,120,18.373358,121.568333
2019,CAGAYAN,I,BAGGAO,TALLANG,CONCRETING OF TALLANG FMR,COMPLETED,1,0.267,173,40,17.952784000000001,121.907871
2019,CAGAYAN,I,BAGGAO,"ZONE 2, MASICAL","CONCRETING OF ZONE 2,MASICAL FMR",COMPLETED,1,0.188,100,60,17.919347999999999,121.746887
2019,CAGAYAN,I,GATTARAN,STA. MARIA,CONCRETING OF STA. MARIA FMR,COMPLETED,1,0.335,130,63,18.029427999999999,121.63378899999999
2019,CAGAYAN,I,GATTARAN,"ZONE 6, CAPISSAYAN NORTE","CONCRETING OF ZONE 6, CAPISSAYAN NORTE FMR",COMPLETED,1,0.244,170,90,18.058260000000001,121.827376
2019,CAGAYAN,I,GONZAGA,"SITIO APAR, MAGRAFIL","CONCRETING OF SITIO APAR,MAGRAFIL FMR",COMPLETED,1,0.228,315,150,18.26793,122.081277
2019,CAGAYAN,I,LAL-LO,MAGAPIT,CONCRETING OF MAGAPIT FMR,COMPLETED,1,0.4,100,53,18.120324,121.69255800000001
2019,CAGAYAN,II,ABULUG,CALOG NORTE,CONCRETING OF CALOG NORTE PHASE III FMR,COMPLETED,1,0.53,135,75,18.35895,121.375229
2019,CAGAYAN,II,ABULUG,COLONY – LIBERTAD,CONCRETING OF COLONY – LIBERTAD FMR,COMPLETED,1,1.79,290,175,18.356182,121.42277
2019,CAGAYAN,II,ABULUG,SAN AGUSTIN,CONCRETING OF SAN AGUSTIN FMR,COMPLETED,1,0.042,100,48,18.357961,121.46116600000001
2019,CAGAYAN,II,ABULUG,SAN AGUSTIN - GUIDDAM,CONCRETING OF SAN AGUSTIN - GUIDDAM FMR PHASE III FMR,COMPLETED,1,0.417,160,60,18.354386999999999,121.467556
2019,CAGAYAN,II,ABULUG,SAN JULIAN,CONCRETING OF SAN JULIAN PHASE III FMR,COMPLETED,1,1.202,100,50,18.443393,121.39182599999999
2019,CAGAYAN,II,ABULUG,"SITIO CUBA, CALOG SUR","CONCRETING OF SITIO CUBA, CALOG SUR FMR",COMPLETED,1,1.39,250,1000,18.357679999999998,121.394317
2019,CAGAYAN,II,ABULUG,STA. FILOMENA,CONCRETING OF STA. FILOMENA PHASE II FMR,COMPLETED,1,0.561,152,88,18.414269999999998,121.469115
2019,CAGAYAN,II,BALLESTEROS,FUGU - PAYAGAN,CONCRETING OF FUGU - PAYAGAN FMR(,COMPLETED,1,0.468,100,45,18.341702999999999,121.549378
2019,CAGAYAN,II,LASAM,"PUROK 7, BATTALAN","CONCRETING OF PUROK 7, BATTALAN FMR",COMPLETED,1,0.37,157,52,18.080849000000001,121.56395000000001
2019,CAGAYAN,II,PIAT,APAYAO-ASIGA SWIP,CONCRETING OF APAYAO-ASIGA SWIP PHASE I FMR,COMPLETED,1,0.57,65,51,17.822410999999999,121.495638
2019,CAGAYAN,III,AMULUNG,"CASINGSINGAN NORTE - CARATACAT, AMULUNG",CONCRETING OF CASINGSINGAN NORTE - CARATACAT FMR,COMPLETED,1,0.743,34,40,17.788689000000002,121.635313
2019,CAGAYAN,III,AMULUNG,CORDOVA - NABBIALAN,CONCRETING OF CORDOVA - NABBIALAN FMR,COMPLETED,1,0.749,133,85,17.770287,121.649907
2019,CAGAYAN,III,ENRILE,LANNA,CONCRETING OF LANNA FMR,COMPLETED,1,0.419,78,43,17.571016,121.722956
2019,CAGAYAN,III,IGUIG,MALABBAC,CONCRETING OF MALABBAC FMR,COMPLETED,1,1.255,47,33,17.718465999999999,121.746826
2019,CAGAYAN,III,PEÑABLANCA,MINANGA,CONCRETING OF MINANGA FMR,COMPLETED,1,0.517,65,35,17.710539000000001,121.880652
2019,CAGAYAN,III,SOLANA,ANDARAYAN NORTH - ANDARAYAN SOUTH,CONCRETING OF ANDARAYAN NORTH - ANDARAYAN SOUTH FMR,COMPLETED,1,0.428,134,48,17.697149,121.717646
2019,CAGAYAN,III,SOLANA,"SITIO PARAISO, CARILUCUD","CONCRETING OF SITIO PARAISO, CARILUCUD FMR",COMPLETED,1,1.028,216,27,17.58699,121.584315
2019,CAGAYAN,III,TUAO,CULUNG - BICOK,CONCRETING OF CULUNG - BICOK FMR,COMPLETED,1,0.139,144,75,17.641200000000001,121.496073
2019,CAGAYAN,III,TUGUEGARAO CITY,"LARIBAR, LARION BAJO","CONCRETING OF LARIBAR, LARION BAJO FMR",COMPLETED,1,0.512,96,38,17.62754,121.75022300000001
2019,ISABELA,I,DELFIN ALBANO,SAN ANTONIO - CONCEPCION,CONCRETING OF SAN ANTONIO - CONCEPCION FMR,COMPLETED,1,0.491,800,200,17.272859,121.775993
2019,ISABELA,I,DELFIN ALBANO,"SAN ISIDRO - ANDARAYAN,",CONCRETING OF SAN ISIDRO - ANDARAYAN FMR,COMPLETED,1,0.597,220,110,17.278645000000001,121.749132
2019,ISABELA,I,MACONACON,FELY - APLAYA,CONCRETING OF FELY - APLAYA FMR,COMPLETED,1,0.425,50,40,17.411829000000001,122.23874600000001
2019,ISABELA,I,PALANAN,DIMASARI,CONCRETING OF DIMASARI FMR,COMPLETED,1,0.537,85,40,17.080545999999998,122.41568100000001
2019,ISABELA,I,STA. MARIA,CALAMAGUI WEST - LINGALING,CONCRETING OF CALAMAGUI WEST - LINGALING FMR,COMPLETED,1,0.691,180,100,17.500881,121.755858
2019,ISABELA,I,TUMAUINI,BANTUG,CONCRETING OF BANTUG FMR,COMPLETED,1,1.392,80,60,17.260361,121.890135
2019,ISABELA,I,TUMAUINI,CALIGAYAN,CONCRETING OF CALIGAYAN PHASE II FMR,COMPLETED,1,1.3,1140,1000,17.260438000000001,121.893401
2019,ISABELA,I,TUMAUINI,CUMABAO,CONCRETING OF CUMABAO FMR,COMPLETED,1,1.341,130,90,17.328809,121.88116100000001
2019,ISABELA,I,TUMAUINI,DY-ABRA,CONCRETING OF DY-ABRA FMR,COMPLETED,1,0.927,100,60,17.317869999999999,121.916511
2019,ISABELA,I,TUMAUINI,LIWANAG,CONCRETING OF LIWANAG FMR,COMPLETED,1,0.774,265,350,17.240639000000002,121.880032
2019,ISABELA,I,TUMAUINI,SAN VICENTE,CONCRETING OF SAN VICENTE FMR,COMPLETED,1,2.127,300,160,17.316171000000001,121.833074
2019,ISABELA,I,TUMAUINI,SISIM ALTO - BAYABO,CONCRETING OF SISIM ALTO - BAYABO FMR,COMPLETED,1,0.906,70,50,17.264847,121.85681200000001
2019,ISABELA,II,BENITO SOLIVEN,YEBAN NORTE,CONCRETING OF YEBAN NORTE FMR,COMPLETED,1,0.703,98,34,17.021927000000002,121.941407
2019,ISABELA,II,GAMU,LINGLINGAY,CONCRETING OF LINGLINGAY FMR,COMPLETED,1,0.671,60,40,17.054856999999998,121.808455
2019,ISABELA,II,NAGUILIAN,QUIRINO,CONCRETING OF QUIRINO FMR,COMPLETED,1,0.4,100,80,17.029547999999998,121.82715
2019,ISABELA,II,NAGUILIAN,ROXAS,CONCRETING OF ROXAS FMR,COMPLETED,1,0.607,105,85,17.029841999999999,121.83930700000001
2019,ISABELA,II,SAN MARIANO,STA. FILOMENA - MALABO,CONCRETING OF STA. FILOMENA - MALABO FMR,COMPLETED,1,0.607,50,30,16.98752,121.992859
2019,ISABELA,III,ALICIA,LINLINGAY - CALLAO,CONCRETING OF LINLINGAY - CALLAO FMR,COMPLETED,1,0.04,400,150,16.80753,121.690265
2019,ISABELA,III,ALICIA,SALVACION - STO. DOMINGO,CONCRETING OF SALVACION - STO. DOMINGO FMR,COMPLETED,1,0.541,400,120,16.834641000000001,121.653634
2019,ISABELA,III,ANGADANAN,BANNAWAG - CALAOCAN ROAD,CONCRETING OF BANNAWAG - CALAOCAN ROAD FMR,COMPLETED,1,1.116,250,160,16.798003000000001,121.903222
2019,ISABELA,III,ANGADANAN,RANG-AYAN - SARANAY,CONCRETING OF RANG-AYAN - SARANAY FMR,COMPLETED,1,1.263,140,80,16.793123000000001,121.878106
2019,ISABELA,III,ANGADANAN,SAN MARCELO - SAN ROQUE,CONCRETING OF SAN MARCELO - SAN ROQUE FMR,COMPLETED,1,4.21,750,200,16.783242000000001,121.836687
2019,ISABELA,III,ANGADANAN,SARANAY - MACANIAO,CONCRETING OF SARANAY - MACANIAO FMR,COMPLETED,1,1.957,150,80,16.805883000000001,121.87443500000001
2019,ISABELA,III,SAN GUILLERMO,SAN FRANCISCO NORTE - DIETBAN,CONCRETING OF SAN FRANCISCO NORTE - DIETBAN FMR,COMPLETED,1,0.338,150,80,16.740924,121.892781
2019,ISABELA,IV,JONES,BRGY. 2,CONCRETING OF BRGY. 2 FMR,COMPLETED,1,0.91,145,90,16.549524000000002,121.686733
2019,ISABELA,IV,JONES,DIBULUAN,CONCRETING OF DIBULUAN FMR,COMPLETED,1,0.84,160,100,16.519939000000001,121.781584
2019,ISABELA,IV,JONES,LINOMOT - STA. ISABEL,CONCRETING OF LINOMOT - STA. ISABEL FMR,COMPLETED,1,0.354,220,80,16.544312000000001,121.83533
2019,ISABELA,IV,RAMON,SAN MIGUEL - PLANAS,CONCRETING OF SAN MIGUEL - PLANAS FMR,COMPLETED,1,0.396,176,100,16.776686999999999,121.47832200000001
2019,ISABELA,IV,SAN AGUSTIN,MASAYA NORTE,CONCRETING OF MASAYA NORTE FMR,COMPLETED,1,0.468,100,80,16.51876,121.74644499999999
2019,ISABELA,IV,SAN AGUSTIN,MASAYA SUR - VIRGONEZA,CONCRETING OF MASAYA SUR - VIRGONEZA FMR,COMPLETED,1,0.396,250,120,16.466381999999999,121.761691
2019,ISABELA,IV,SAN ISIDRO,CEBU -RIZAL EAST,CONCRETING OF CEBU -RIZAL EAST FMR,COMPLETED,1,0.396,178,110,16.740736999999999,121.60894399999999
2019,ISABELA,IV,SANTIAGO CITY,BATAL,CONCRETING OF BATAL FMR,COMPLETED,1,1.26,215,120,16.705324999999998,121.590332
2019,NUEVA VIZCAYA,LONE,BAGABAG,"SISIM, VILLA COLOMA","CONCRETING OF SISIM, VILLA COLOMA FMR",COMPLETED,1,0.554,324,200,16.614080000000001,121.243307
2019,NUEVA VIZCAYA,LONE,BAMBANG,"SITIO SALICPAN, SALINAS","CONCRETING OF SITIO SALICPAN, SALINAS FMR PHASE II",COMPLETED,1,1,200,100,16.388780000000001,121.00702699999999
2019,NUEVA VIZCAYA,LONE,BAYOMBONG,"SITIO KAKILINGAN, BUENAVISTA","CONCRETING OF SITIO KAKILINGAN, BUENAVISTA FMR PHASE II",COMPLETED,1,0.5,159,100,16.451986999999999,121.087395
2019,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,MALASIN,CONCRETING OF MALASIN FMR,COMPLETED,1,0.943,272,235,16.301939999999998,121.116604
2019,NUEVA VIZCAYA,LONE,DUPAX DEL SUR,MANGGAYANG,CONCRETING OF MANGGAYANG FMR,COMPLETED,1,0.516,246,273,16.311378000000001,121.06771500000001
2019,NUEVA VIZCAYA,LONE,KAYAPA,BINALIAN,CONCRETING OF BINALIAN FMR,COMPLETED,1,0.6,150,150,16.389565000000001,120.94064899999999
2019,NUEVA VIZCAYA,LONE,KAYAPA,KAYAPA PROPER WEST,CONCRETING OF KAYAPA PROPER WEST FMR,COMPLETED,1,0.473,60,100,16.293291,120.849313
2019,NUEVA VIZCAYA,LONE,KAYAPA,LATBANG,CONCRETING OF LATBANG FMR,COMPLETED,1,0.553,160,160,16.466377000000001,120.981154
2019,NUEVA VIZCAYA,LONE,QUEZON,CALIAT,CONCRETING OF CALIAT FMR,COMPLETED,1,0.5,90,100,16.500768999999998,121.278308
2019,QUIRINO,LONE,CABARROGUIS,MANGANDINGAY,CONCRETING OF MANGANDINGAY FMR,COMPLETED,1,0.601,96,19,16.503888,121.547223
2019,QUIRINO,LONE,CABARROGUIS,VILLA PEÑA,CONCRETING OF VILLA PEÑA FMR,COMPLETED,1,0.44,185,35,16.465149,121.523704
2019,QUIRINO,LONE,DIFFUN,AURORA WEST,CONCRETING OF AURORA WEST FMR,COMPLETED,1,0.501,142,29,16.587118,121.497078
2019,QUIRINO,LONE,DIFFUN,IFUGAO VILLAGE,CONCRETING OF IFUGAO VILLAGE FMR,COMPLETED,1,0.435,162,86,16.4577381,121.42650999999999
2019,QUIRINO,LONE,SAGUDAY,LAPAZ - SALVACION,CONCRETING OF LAPAZ - SALVACION FMR,COMPLETED,1,0.583,208,170,16.571327,121.571507
2020,BATANES,LONE,ITBAYAT,LIPTAN- KARWARWAY,CONCRETING OF LIPTAN- KARWARWAY FMR,COMPLETED,1,0.443,90,40,20.771210279999998,121.84588528
2020,BATANES,LONE,IVANA,MAYSOHO- ISNAHAYAN,CONCRETING OF MAYSOHO- ISNAHAYAN FMR,COMPLETED,1,0.525,144,100,20.37239361,121.92415944
2020,BATANES,LONE,SABTANG,ARAHEM - CHANGKANGEN,CONCRETING OF ARAHEM - CHANGKANGEN FMR,COMPLETED,1,0.337,47,95,20.318788999999999,121.861339
2020,CAGAYAN,I,APARRI,BACKILING,CONCRETING OF BACKILING  FMR,COMPLETED,1,0.5536,95,23,18.283715000000001,121.584458
2020,CAGAYAN,I,CAMALANIUGAN,TAGUM,CONCRETING OF TAGUM FMR,COMPLETED,1,0.9375,685,57,18.264326000000001,121.749559
2020,CAGAYAN,I,GATTARAN, SIDEM -  TALIGAN,CONCRETING OF SIDEM -  TALIGAN FMR,COMPLETED,1,0.273,150,100,18.057983,121.68900600000001
2020,CAGAYAN,II,ABULUG,SAN JULIAN -STO. TOMAS -. DANA-ILI -SIRIT -. CANAYUN - SIMAYUNG,CONCRETING OF SAN JULIAN -STO. TOMAS -. DANA-ILI -SIRIT -. CANAYUN - SIMAYUNG FMR,COMPLETED,1,0.44,280,250,18.427866999999999,121.423563
2020,CAGAYAN,II,BALLESTEROS,"CALAPAWAN, SAN JUAN","CONCRETING OF CALAPAWAN, SAN JUAN FMR",COMPLETED,1,0.501,130,85,18.279983000000001,121.499481
2020,CAGAYAN,II,BALLESTEROS,MABURIL- CABULUAN,CONCRETING OF MABURIL- CABULUAN FMR,COMPLETED,1,1,120,95,18.373199,121.474109
2020,CAGAYAN,II,BALLESTEROS,"MABUTTAL, BARAN","CONCRETING OF MABUTTAL, BARAN FMR",COMPLETED,1,0.97,140,85,18.369765000000001,121.49730099999999
2020,CAGAYAN,II,BALLESTEROS,"MABUTTAL, PAYAGAN WEST","CONCRETING OF MABUTTAL, PAYAGAN WEST FMR",COMPLETED,1,0.8487,180,96,18.376344,121.52955
2020,CAGAYAN,II,BALLESTEROS,NARARAGAN VALLEY,CONCRETING OF NARARAGAN VALLEY FMR,COMPLETED,1,1.14,83,75,18.314146000000001,121.499093
2020,CAGAYAN,II,CLAVERIA,BUENAVISTA - MAGDALENA,CONCRETING OF BUENAVISTA - MAGDALENA FMR,COMPLETED,1,0.89,110,85,18.584454999999998,121.137184
2020,CAGAYAN,II,CLAVERIA,CONCRETING OF BILIBIGAO -KILKILING,CONCRETING OF BILIBIGAO -KILKILING FMR,COMPLETED,1,0.89,120,100,18.575303000000002,121.08256900000001
2020,CAGAYAN,II,CLAVERIA,KILKILING,CONCRETING OF KILKILING FMR,COMPLETED,1,0.68,130,120,18.572624999999999,121.059056
2020,CAGAYAN,II,LASAM,CABATACAN EAST,CONCRETING OF CABATACAN EAST FMR,COMPLETED,1,0.815,105,95,18.080065000000001,121.490562
2020,CAGAYAN,II,LASAM,CABATACAN WEST,CONCRETING OF CABATACAN WEST FMR,COMPLETED,1,0.534,85,100,18.082985000000001,121.49120972
2020,CAGAYAN,II,LASAM,CALLAO NORTE,CONCRETING OF CALLAO NORTE FMR,COMPLETED,1,0.776,95,120,18.084156,121.634686
2020,CAGAYAN,II,LASAM,FINUGO NORTE,CONCRETING OF. FINUGO NORTE FMR,COMPLETED,1,0.99,100,110,18.079689999999999,121.621612
2020,CAGAYAN,II,PAMPLONA,BALINGIT,CONCRETING OF BALINGIT FMR,COMPLETED,1,0.865,180,200,18.517318,121.276212
2020,CAGAYAN,II,PAMPLONA,CURVA,CONCRETING OF CURVA FMR,COMPLETED,1,1.09,120,100,18.376348,121.379549
2020,CAGAYAN,II,PAMPLONA,TUPANNA,CONCRETING OF TUPANNA FMR,COMPLETED,1,1.487,62,50,18.470348999999999,121.389053
2020,CAGAYAN,II,PIAT,GUMARUENG,CONCRETING OF GUMARUENG FMR,COMPLETED,1,1.2873,150,70,17.779664,121.455894
2020,CAGAYAN,III,AMULUNG,MAROBBOB-DADDA,CONCRETING OF MAROBBOB-DADDA FMR,COMPLETED,1,6.5,123,82,17.816372000000001,121.756513
2020,CAGAYAN,III,ENRILE,BATU  ENRILE,CONCRETING OF BATU FMR,COMPLETED,1,0.534,118,118,17.544028999999998,121.701669
2020,CAGAYAN,III,ENRILE,BATU- ROMA NORTE,CONCRETING OF BATU- ROMA NORTE FMR,COMPLETED,1,0.665,196,20,17.526125,121.69776
2020,CAGAYAN,III,IGUIG,CAMPO- MANAOAG,CONCRETING OF CAMPO- MANAOAG FMR,COMPLETED,1,0.712,94,63,17.754161,121.75555300000001
2020,ISABELA,I,CABAGAN,TALLAG,CONCRETING OF TALLAG FMR,COMPLETED,1,0.65,100,120,17.434380000000001,121.667
2020,ISABELA,I,ILAGAN CITY,ALINGUIGAN 1ST,CONCRETING OF ALINGUIGAN 1ST FMR,COMPLETED,1,1.133,50,40,17.131264000000002,121.92604799999999
2020,ISABELA,I,ILAGAN CITY,CABISERA 14 -16  - BATONG-LABANG,CONCRETING OF CABISERA 14 -16  - BATONG-LABANG FMR,COMPLETED,1,1.404,95,130,17.119527999999999,122.00039599999999
2020,ISABELA,I,STO. TOMAS,SAN RAFAEL ABAJO,CONCRETING OF SAN RAFAEL ABAJO (PHASE II) FMR,COMPLETED,1,1.449,163,86,17.408899999999999,121.763592
2020,ISABELA,II,BENITO SOLIVEN,MALUNO NORTE,CONCRETING OF MALUNO NORTE FMR,COMPLETED,1,1.792,175,85,17.015165,121.97052499999999
2020,ISABELA,II,NAGUILIAN,BAGONG SIKAT,CONCRETING OF BAGONG SIKAT FMR,COMPLETED,1,1.165,350,89,16.87876,121.92032500000001
2020,ISABELA,II,SAN MARIANO,MINANGA,CONCRETING OF MINANGA FMR,COMPLETED,1,1.471,100,95,16.988116000000002,122.03999
2020,ISABELA,III,ALICIA,RIZALUNA - RAMONA,CONCRETING OF RIZALUNA - RAMONA FMR,COMPLETED,1,0.768,250,250,16.831714999999999,121.755144
2020,ISABELA,III,ALICIA,SAN FERNANDO,CONCRETING OF SAN FERNANDO FMR,COMPLETED,1,1.1668,100,85,16.785758000000001,121.717557
2020,ISABELA,III,CABATUAN,LAPAZ,CONCRETING OF LAPAZ FMR,COMPLETED,1,1.539,310,110,16.915030999999999,121.690573
2020,ISABELA,III,SAN MATEO,MALASIN- SALINUNGAN WEST,CONCRETING OF MALASIN- SALINUNGAN WEST FMR,COMPLETED,1,0.8993,170,100,16.880327999999999,121.60712700000001
2020,ISABELA,IV,CORDON,TUROD SUR MALAPAT- CADAANAN,CONCRETING OF TUROD SUR MALAPAT- CADAANAN FMR,COMPLETED,1,1.04,350,100,16.670183000000002,121.508702
2020,ISABELA,IV,JONES,DIVINAN (PHASE I),CONCRETING OF DIVINAN (PHASE I) FMR,COMPLETED,1,1.04,105,70,16.538087000000001,121.649857
2020,ISABELA,IV,SANTIAGO CITY,"OBRA STREET -QUIRAT ROAD, RIZAL","CONCRETING OF OBRA STREET -QUIRAT ROAD, RIZAL FMR",COMPLETED,1,0.832,276,150,16.720141999999999,121.556631
2020,ISABELA,V,AURORA,STA. RITA - NAMPICUAN,CONCRETING OF STA. RITA - NAMPICUAN FMR,COMPLETED,1,1.343,700,700,17.008586999999999,121.644929
2020,ISABELA,V,ROXAS,QUILING - DOÑA CONCHA,CONCRETING OF QUILING - DOÑA CONCHA FMR,COMPLETED,1,1.034,270,120,17.143664999999999,121.652935
2020,ISABELA,V,ROXAS,SAN JOSE,CONCRETING OF SAN JOSE FMR,COMPLETED,1,1.266,95,95,17.094823000000002,121.661822
2020,ISABELA,VI,ECHAGUE,BABARAN,CONCRETING OF BABARAN FMR,COMPLETED,1,0.71,160,80,16.701943,121.732617
2020,ISABELA,VI,ECHAGUE,LIBERTAD - STA. ANA,CONCRETING OF LIBERTAD - STA. ANA FMR,COMPLETED,1,0.71,180,300,16.635306,121.61451099999999
2020,ISABELA,VI,ECHAGUE,MABBAYAD - BENGUET,CONCRETING OF MABBAYAD - BENGUET FMR,COMPLETED,1,0.833,164,90,16.643063000000001,121.868926
2020,ISABELA,VI,ECHAGUE,MABBAYAD- SAN MIGUEL,CONCRETING OF MABBAYAD- SAN MIGUEL FMR,COMPLETED,1,1.04,205,130,16.649128999999999,121.86761199999999
2020,ISABELA,VI,SAN ISIDRO,RAMOS EAST,CONCRETING OF RAMOS EAST FMR,COMPLETED,1,0.832,70,50,16.693239999999999,121.613776
2020,NUEVA VIZCAYA,LONE,BAGABAG,BAKIR - STA. LUCIA,CONCRETING TO BAKIR - STA. LUCIA FMR,COMPLETED,1,0.665,102,100,16.644127000000001,121.231098
2020,NUEVA VIZCAYA,LONE,BAGABAG,BARETBET - POGONSINO,CONCRETING OF BARETBET - POGONSINO FMR,COMPLETED,1,0.555,110,100,16.581576999999999,121.259997
2020,NUEVA VIZCAYA,LONE,BAGABAG,GANNIB - CAREB,CONCRETING OF GANNIB - CAREB FMR,COMPLETED,1,0.96,136,250,16.589863000000001,121.217534
2020,NUEVA VIZCAYA,LONE,BAGABAG,SITIO CALUTLUTAN - LANTAP,CONCRETING OF SITIO CALUTLUTAN - LANTAP FMR,COMPLETED,1,0.44,150,200,16.618328999999999,121.232316
2020,NUEVA VIZCAYA,LONE,BAGABAG,VILLARINA  -. STA. LUCIA,CONCRETING OF  VILLARINA  -. STA. LUCIA FMR,COMPLETED,1,0.92,109,150,16.624972,121.252751
2020,NUEVA VIZCAYA,LONE,DUPAX DEL NORTE,YABBI,CONCRETING OF YABBI FMR,COMPLETED,1,0.714,202,250,16.160375999999999,121.32336100000001
2020,NUEVA VIZCAYA,LONE,DUPAX DEL SUR,CENTRO KIMBUTAN,CONCRETING OF CENTRO KIMBUTAN FMR,COMPLETED,1,0.827,300,450,16.126847000000001,121.21360300000001
2020,NUEVA VIZCAYA,LONE,KAYAPA,PINAYAG,CONCRETING OF PINAYAG FMR,COMPLETED,1,0.665,130,100,16.420116,120.99753800000001
2020,NUEVA VIZCAYA,LONE,QUEZON,AURORA,CONCRETING OF AURORA FMR,COMPLETED,1,1.05,230,436,16.500142,121.25269299999999
2020,NUEVA VIZCAYA,LONE,VILLAVERDE,CABULUAN,CONRETING OF CABULUAN FMR,COMPLETED,1,0.8255,100,55,16.581909,121.141818
2020,QUIRINO,LONE,CABARROGUIS,VILLAMOR,CONCRETING OF VILLAMOR FMR,COMPLETED,1,1.154,153,43,16.495843000000001,121.519166
2020,QUIRINO,LONE,DIFFUN,BALAGBAG,CONCRETING OF BALAGBAG FMR,COMPLETED,1,0.93,245,52,16.545584000000002,121.53308699999999
2020,QUIRINO,LONE,DIFFUN,RIZAL,CONCRETING OF RIZAL FMR,COMPLETED,1,0.68,100,85,16.604023000000002,121.518343
2020,QUIRINO,LONE,MADDELA,DUMABATO,CONCRETING OF DUMABATO FMR,COMPLETED,1,1.0305,35,35,16.347781000000001,121.665594
2020,QUIRINO,LONE,MADDELA,VILLA GRACIA,CONCRETING OF VILLA GRACIA FMR,COMPLETED,1,1.072,260,98,16.309822,121.73957
2021,BATANES,LONE,BASCO,DIWAN- DIURA PHASE III,CONCRETING OF DIWAN- DIURA PHASE III FMR,COMPLETED,1,0.365,63,150,20.438782,121.982266
2021,CAGAYAN,I,APARRI,PADDAYA,CONCRETING OF PADDAYA FMR,COMPLETED,1,0.64,362,162,18.316126000000001,121.736279
2021,CAGAYAN,I,BAGGAO,CARUPIAN,CONCRETING OF CARUPIAN FMR,COMPLETED,1,0.963,85,80,17.966564999999999,121.76537500000001
