source_file,sheet,province,district,municipality,year,program,activity,unit,physical_target,budget,length_km,allocation_method,source_note
cagayan_3.xlsx,RICE,Cagayan,III,Sanchez Mira,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,Amulung,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,Enrile,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,Solana,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,Iguig,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,Rizal,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,Piat,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,Tuao,2027,Rice Program,Fertilizer Assistance - inorganic- Hybrid Area,hectare,6530.31,13060.61,,remarks municipality split,AMULUNG ENRILE IGUIG PEÑABLANCA PIAT RIZAL SANCHEZ-MIRA SOLANA TUAO TUGUEGARAO CITY (Capital)           
cagayan_3.xlsx,RICE,Cagayan,III,,2025,Rice Program,Rice Program district/province total,,,185733.24,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,RICE,Cagayan,III,,2026,Rice Program,Rice Program district/province total,,,464231.47,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,HVCDP,Cagayan,III,,2025,High Value Crops,High Value Crops district/province total,,,1990.25,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,HVCDP,Cagayan,III,,2026,High Value Crops,High Value Crops district/province total,,,3514.80,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,NUPAP,Cagayan,III,,2025,NUPAP,NUPAP district/province total,,,431.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,NUPAP,Cagayan,III,,2026,NUPAP,NUPAP district/province total,,,2792.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,OAP,Cagayan,III,,2025,OAP,OAP district/province total,,,6950.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,OAP,Cagayan,III,,2026,OAP,OAP district/province total,,,1300.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,OAP,Cagayan,III,,2027,OAP,OAP district/province total,,,2500.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,HALAL,Cagayan,III,,2026,HALAL,HALAL district/province total,,,150.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,NSHP,Cagayan,III,,2025,National Soil Health,National Soil Health district/province total,,,584.50,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,NSHP,Cagayan,III,,2026,National Soil Health,National Soil Health district/province total,,,2050.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2025,Farm-to-Market Roads,"Concreting of Brgys. Annafatan-Namuccauan--Calintaan-Masical-Pacac-Pequeno-Pacac Grande FMR, Amulung, Cagayan",Annafatan-Nanuccauan--Calintaan-Masical-Pacac Pequeño-Pacac Grande,,15000.00,1.00,direct municipality row,"Concreting of Brgys. Annafatan-Namuccauan--Calintaan-Masical-Pacac-Pequeno-Pacac Grande FMR, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2025,Farm-to-Market Roads,"Concreting of Malacabibi-Agguirit FMR, Amulung, Cagayan",Malacabibi and Agguirit,,15000.00,1.00,direct municipality row,"Concreting of Malacabibi-Agguirit FMR, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2025,Farm-to-Market Roads,"Concreting of Brgy. Iraga- Malacabibi FMR, Solana, Cagayan",Iraga and Malacabibi,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Iraga- Malacabibi FMR, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Tuao,2025,Farm-to-Market Roads,"Concreting of Brgy. Mambacag FMR, Brgy. Mambacag, Tuao, Cagayan",Mambacag,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Mambacag FMR, Brgy. Mambacag, Tuao, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2026,Farm-to-Market Roads,"Concreting of Brgy. Dadda-Brgy. Magogod-Brgy. Gangauan FMR, Brgy. Dadda, Brgy. Magogod and Brgy. Gangauan, Amulung, Cagayan",Magogod and Gangauan,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Dadda-Brgy. Magogod-Brgy. Gangauan FMR, Brgy. Dadda, Brgy. Magogod and Brgy. Gangauan, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2026,Farm-to-Market Roads,"Concreting of Brgy. Masical- Brgy. Calintaan FMR Phase II, Brgy. Masical and Brgy. Calintaan, Amulung, Cagayan",Masical- Calintaan,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Masical- Brgy. Calintaan FMR Phase II, Brgy. Masical and Brgy. Calintaan, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2026,Farm-to-Market Roads,"Concreting of Brgy. Caratacat FMR, Brgy. Caratacat, Amulung, Cagayan",Caratacat,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Caratacat FMR, Brgy. Caratacat, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2026,Farm-to-Market Roads,"Concreting of Brgy. Liwan Norte to Brgy. II FMR, Enrile, Cagayan",Liwan Norte and Brgy. II,,13200.00,0.88,direct municipality row,"Concreting of Brgy. Liwan Norte to Brgy. II FMR, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2026,Farm-to-Market Roads,"Concreting of Brgy. Iraga-Brgy. Maguirig FMR, Brgy. Iraga and Brgy. Maguirig, Solana, Cagayan",Iraga and Brgy. Maguirig,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Iraga-Brgy. Maguirig FMR, Brgy. Iraga and Brgy. Maguirig, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2026,Farm-to-Market Roads,"Concreting of Brgy. Cattaran FMR, Brgy. Cattaran , Solana, Cagayan",Cattaran,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Cattaran FMR, Brgy. Cattaran , Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2026,Farm-to-Market Roads,"Concreting of Brgy. Dassun FMR, Brgy. Dassun, Solana, Cagayan",Dassun,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Dassun FMR, Brgy. Dassun, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Tuao,2026,Farm-to-Market Roads,"Concreting of Brgy. San Vicente FMR, Brgy. San Vicente, Tuao, Cagayan",San Vicente,,15000.00,1.00,direct municipality row,"Concreting of Brgy. San Vicente FMR, Brgy. San Vicente, Tuao, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2027,Farm-to-Market Roads,"Concreting of Brgy. Divisoria-Carague Lake FMR, Brgy. Divisoria, Enrile, Cagayan",Divisoria,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Divisoria-Carague Lake FMR, Brgy. Divisoria, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2027,Farm-to-Market Roads,"Concreting of Liwan Norte- San Antonio FMR, Brgy. Liwan Norte and Brgy. San Antonio, Enrile, Cagayan",Liwan Norte and San Antonio,,20000.00,1.50,direct municipality row,"Concreting of Liwan Norte- San Antonio FMR, Brgy. Liwan Norte and Brgy. San Antonio, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,"Concreting of Centro Northwest- Nangalisan FMR Phase 1, Brgy. Centro Northwest and Brgy. Nangalisan, Solana, Cagayan",Centro Northwest and Nangalisan,,15000.00,1.00,direct municipality row,"Concreting of Centro Northwest- Nangalisan FMR Phase 1, Brgy. Centro Northwest and Brgy. Nangalisan, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,"Concreting of Gadu- Padul FMR, Brgy. Gadu and Brgy. Padul, Solana, Cagayan",Gadu and Padul,,30000.00,2.00,direct municipality row,"Concreting of Gadu- Padul FMR, Brgy. Gadu and Brgy. Padul, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Tuao,2027,Farm-to-Market Roads,"Concreting of Bicok-Malalinta Malummin FMR, Brgy. Bicok, Tuao, Cagayan",Bicok,,15000.00,1.00,direct municipality row,"Concreting of Bicok-Malalinta Malummin FMR, Brgy. Bicok, Tuao, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2027,Farm-to-Market Roads,"Concreting of Brgy. La Suerte FMR, Brgy. La Suerte, Amulung, Cagayan",La Suerte,,15000.00,1.00,direct municipality row,"Concreting of Brgy. La Suerte FMR, Brgy. La Suerte, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2027,Farm-to-Market Roads,"Concreting of Brgy. San Antonio FMR, Brgy.San Antonio, Enrile, Cagayan",San Antonio,,15000.00,1.00,direct municipality row,"Concreting of Brgy. San Antonio FMR, Brgy.San Antonio, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,"Concreting of Brgy. Centro Northwest FMR, Brgy. Centro Northwest, Solana, Cagayan",Centro Northwest,,36000.00,2.40,direct municipality row,"Concreting of Brgy. Centro Northwest FMR, Brgy. Centro Northwest, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,"Concreting of Iraga FMR, Brgy. Iraga, Solana, Cagayan",Iraga,,15000.00,1.00,direct municipality row,"Concreting of Iraga FMR, Brgy. Iraga, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,"Concreting of Centro - Nangalisan FMR Phase 2, Brgy. Nangalisan, Solana, Cagayan",Nangalisan,,15225.00,1.01,direct municipality row,"Concreting of Centro - Nangalisan FMR Phase 2, Brgy. Nangalisan, Solana, Cagayan"
isabela_1.xlsx,RICE,Isabela,I,Delfin Albano (Magsaysay),2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,Ilagan City (Capital),2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,Santo Tomas,2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,Santa Maria,2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,Divilacan,2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,Maconacon,2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,Tumauini,2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,San Pablo,2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,Cabagan,2027,Rice Program,Fertilizer Assistance - inorganic - hybrid area,hectare,4076.24,8819.25,,remarks municipality split,CABAGAN DELFIN ALBANO (MAGSAYSAY) DIVILACAN CITY OF ILAGAN (Capital) MACONACON SAN PABLO SANTA MARIA SANTO TOMAS TUMAUINI           
isabela_1.xlsx,RICE,Isabela,I,,2026,Rice Program,Rice Program district/province total,,,329711.17,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,CORN,Isabela,I,Tumauini,2027,Corn Program,Four-wheel drive tractor for Corn (90-95HP),number,1.00,3100.00,,remarks municipality split,Tumauini           
isabela_1.xlsx,CORN,Isabela,I,,2025,Corn Program,Corn Program district/province total,,,133934.33,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,CORN,Isabela,I,,2026,Corn Program,Corn Program district/province total,,,121670.92,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,HVCDP,Isabela,I,Ilagan City (Capital),2027,High Value Crops,Gulayan sa bayan,number,8.00,1200.00,,remarks municipality split,All Municipalities except Ilagan City           
isabela_1.xlsx,HVCDP,Isabela,I,,2025,High Value Crops,High Value Crops district/province total,,,2954.50,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,HVCDP,Isabela,I,,2026,High Value Crops,High Value Crops district/province total,,,3274.72,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,NUPAP,Isabela,I,Ilagan City (Capital),2027,NUPAP,Greenhouse with Drip Irrigation,number,1.00,2200.00,,remarks municipality split,City of Ilagan           
isabela_1.xlsx,NUPAP,Isabela,I,Ilagan City (Capital),2027,NUPAP,Nursery,number,1.00,2180.00,,remarks municipality split,City of Ilagan           
isabela_1.xlsx,NUPAP,Isabela,I,,2025,NUPAP,NUPAP district/province total,,,3384.32,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,NUPAP,Isabela,I,,2026,NUPAP,NUPAP district/province total,,,2812.50,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,LIVESTOCK,Isabela,I,,2026,LIVESTOCK,LIVESTOCK district/province total,,,6722.20,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,OAP,Isabela,I,,2025,OAP,OAP district/province total,,,7342.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,OAP,Isabela,I,,2026,OAP,OAP district/province total,,,6950.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,OAP,Isabela,I,,2027,OAP,OAP district/province total,,,1050.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,HALAL,Isabela,I,,2026,HALAL,HALAL district/province total,,,175.00,,district/province sheet total,No municipal breakdown extracted for this year; retained as district/province commodity total.
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela","Sitio Malasi, Brgy. San Antonio",,15000.00,1.00,direct municipality row,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Bintacan), Ilagan City, Isabela",Rang-Ayan(Bintacan),,15000.00,1.00,direct municipality row,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Bintacan), Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Maconacon,2025,Farm-to-Market Roads,"Concreting of Kamanggaan-Mundura-Sitio Diaduan FMR , Brgy. Reina Mercedes, Maconacon, Isabela",Riena Mercedes,,15000.00,1.00,direct municipality row,"Concreting of Kamanggaan-Mundura-Sitio Diaduan FMR , Brgy. Reina Mercedes, Maconacon, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,Concreting of Sto. Niño-Lalauanan FMR,Sto. Niño,,40000.00,3.90,direct municipality row,Concreting of Sto. Niño-Lalauanan FMR
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,"Concreting Of Cabisera 25 Fmr Phase I, Brgy.Cabisera 25, Ilagan City, Isabela",Cabisera 25,,15000.00,1.00,direct municipality row,"Concreting Of Cabisera 25 Fmr Phase I, Brgy.Cabisera 25, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,"Concreting Of Annafunan Fmr, Brgy. Annafunan, Tumauini, Isabela",Annafunan,,18000.00,1.20,direct municipality row,"Concreting Of Annafunan Fmr, Brgy. Annafunan, Tumauini, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,"Concreting Of San Isidro West Fmr, Brgy. San Isidro West, Sta. Maria, Isabela",San Isidro West,,15000.00,1.00,direct municipality row,"Concreting Of San Isidro West Fmr, Brgy. San Isidro West, Sta. Maria, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,"Concreting Of Brgy Anao-Ngarag-Cubag Fmr, Brgy. Anao, Cabagan, Isabela",Anao,,15000.00,1.15,direct municipality row,"Concreting Of Brgy Anao-Ngarag-Cubag Fmr, Brgy. Anao, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,Concreting of Malasin-San Antonio FMR,San Antonio,,15000.00,1.00,direct municipality row,Concreting of Malasin-San Antonio FMR
isabela_1.xlsx,FMR,Isabela,I,San Pablo,2025,Farm-to-Market Roads,Concreting of Brgy. Simanu Norte FMR Phase II,Simanu Norte,,10000.00,0.67,direct municipality row,Concreting of Brgy. Simanu Norte FMR Phase II
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,Concreting of Bayabo East FMR,Bayabo East,,15000.00,1.00,direct municipality row,Concreting of Bayabo East FMR
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,Concreting of Villa Imelda FMR,Imelda,,30000.00,2.00,direct municipality row,Concreting of Villa Imelda FMR
isabela_1.xlsx,FMR,Isabela,I,Maconacon,2025,Farm-to-Market Roads,Concreting of Brgy. Malasin- Brgy. Fely FMR,Malasin- Fely,,15000.00,1.00,direct municipality row,Concreting of Brgy. Malasin- Brgy. Fely FMR
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR,San Isidro West - Divisoria,,30000.00,2.00,direct municipality row,Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,"Concreting of Malasin-San Antonio FMR, Brgy. Sitio Malasin, Brgy. San Antonio, Cabagan, Isabela","Sitio Malasin, San Antonio",,15000.00,1.00,direct municipality row,"Concreting of Malasin-San Antonio FMR, Brgy. Sitio Malasin, Brgy. San Antonio, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,"Concreting of Tallag Proper- Sitio Punta FMR, Brgy. Tallag, Cabagan, Isabela","Proper- Sitio Punta ,Tallag",,30000.00,2.00,direct municipality row,"Concreting of Tallag Proper- Sitio Punta FMR, Brgy. Tallag, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,"Concreting of Brgy. Pilig Alto FMR, Brgy. Pilig Alto, Cabagan, Isabela",Pilig Alto,,20000.00,1.33,direct municipality row,"Concreting of Brgy. Pilig Alto FMR, Brgy. Pilig Alto, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,"Concreting of Sitio Pelo, Brgy. Cansan FMR, Brgy. Cansan, Cabagan, Isabela","Sitio Pelo , Cansan",,15000.00,1.00,direct municipality row,"Concreting of Sitio Pelo, Brgy. Cansan FMR, Brgy. Cansan, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,"Concreting of Brgy. Cansan- Brgy. Balasig FMR, Brgy. Cansan and Brgy. Balasig, Cabagan, Isabela",Cansan -Balasig,,10000.00,0.67,direct municipality row,"Concreting of Brgy. Cansan- Brgy. Balasig FMR, Brgy. Cansan and Brgy. Balasig, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,"Concreting of Bayabo East FMR, Brgy. Bayabo East, Tumauini, Isabela",Bayabo East,,15000.00,1.00,direct municipality row,"Concreting of Bayabo East FMR, Brgy. Bayabo East, Tumauini, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,"Concreting of Caligayan FMR, Brgy. Caligayan, Tumauini, Isabela",Caligayan,,15000.00,1.00,direct municipality row,"Concreting of Caligayan FMR, Brgy. Caligayan, Tumauini, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,"Concreting of Villa Imelda FMR, Brgy. Imelda, Ilagan City, Isabela",Imelda,,20000.00,1.33,direct municipality row,"Concreting of Villa Imelda FMR, Brgy. Imelda, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,"Concreting of Brgy. Gayong- Gayong Sur FMR, Brgy. Gayong- Gayong Sur, Ilagan City, Isabela",Gayong- Gayong Sur,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Gayong- Gayong Sur FMR, Brgy. Gayong- Gayong Sur, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,"Concreting of Brgy. Aggasian- Brgy.Salindingan FMR, Brgy. Aggasian- Brgy. Salindingan, Ilagan City, Isabela",Aggasin-Salindingan,,10000.00,0.67,direct municipality row,"Concreting of Brgy. Aggasian- Brgy.Salindingan FMR, Brgy. Aggasian- Brgy. Salindingan, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,San Pablo,2025,Farm-to-Market Roads,"Concreting of Rodeo Arena Poblacion-Sitio Antagan FMR, Brgy. Poblacion & Dalena, San Pablo, Isabela","Rodeo Arena Poblacion-Sitio Antagan , Brgy. Poblacion & Dalena",,15000.00,1.00,direct municipality row,"Concreting of Rodeo Arena Poblacion-Sitio Antagan FMR, Brgy. Poblacion & Dalena, San Pablo, Isabela"
isabela_1.xlsx,FMR,Isabela,I,San Pablo,2025,Farm-to-Market Roads,"Concreting of Brgy. Annanuman- Brgy. Dalena FMR Phase III, Brgy. Annanuman, San Pablo, Isabela","Annanuman- Brgy. Dalena FMR Phase III, Brgy. Annanuman",,10000.00,0.67,direct municipality row,"Concreting of Brgy. Annanuman- Brgy. Dalena FMR Phase III, Brgy. Annanuman, San Pablo, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Maconacon,2025,Farm-to-Market Roads,"Concreting of Brgy. Malasin- Brgy. Fely FMR, Brgy. Malasin- Fely, Maconacon, Isabela",Malasin- Fely,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Malasin- Brgy. Fely FMR, Brgy. Malasin- Fely, Maconacon, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,"Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR, Brgy. San Isidro West - Brgy. Divisoria, Sta. Maria, Isabela",San Isidro West - Divisoria,,20000.00,1.33,direct municipality row,"Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR, Brgy. San Isidro West - Brgy. Divisoria, Sta. Maria, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,"Concreting of Brgy. Calamagui North FMR Phase II, Brgy. Calamagui North, Sta. Maria, Isabela",Calamagui North,,10000.00,0.67,direct municipality row,"Concreting of Brgy. Calamagui North FMR Phase II, Brgy. Calamagui North, Sta. Maria, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2026,Farm-to-Market Roads,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela","Sitio Malasi, Brgy. San Antonio",,15000.00,1.00,direct municipality row,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela"
