facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_granted,year_finished,year_constructed,source_layer,source_folder,remarks
IRR-KML-0272,PISOS_SPIS,PISOS,Isabela,3rd District,Angadanan,Pissay,16.7423780,121.7730060,Not specified in source,,4.65,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-03-71; Engine: YANMAR TF70
IRR-KML-0273,PISOS_SPIS,PISOS,Isabela,3rd District,Angadanan,Bunnay,16.7567640,121.7609310,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0393; Engine: YANMAR TF70
IRR-KML-0274,PISOS_SPIS,PISOS,Isabela,3rd District,Angadanan,Centro 2,16.7453440,121.7466640,Not specified in source,,5.13,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0743; Engine: YANMAR TF70
IRR-KML-0275,PISOS_SPIS,PISOS,Cagayan,3rd District,Iguig,Mabuhay,17.7576030,121.7576420,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0378; Engine: YANMAR TF70
IRR-KML-0276,PISOS_SPIS,PISOS,Isabela,5th District,Aurora,Sitio Subasta,16.9763690,121.6621920,Not specified in source,,7.4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0314; Engine: YANMAR TF70
IRR-KML-0277,PISOS_SPIS,PISOS,Isabela,3rd District,Cabatuan,Saranay,16.9675750,121.6617860,Not specified in source,,6.7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0348; Engine: YANMAR TF70
IRR-KML-0278,PISOS_SPIS,PISOS,Isabela,5th District,Aurora,Sitio Malasin,16.9589310,121.6487610,Not specified in source,,6.1,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0350; Engine: YANMAR TF70
IRR-KML-0279,PISOS_SPIS,PISOS,Isabela,3rd District,Cabatuan,Rang-ay,16.9372640,121.6082440,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0349; Engine: YANMAR TF70
IRR-KML-0280,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Disimuray,16.8565170,121.8632000,Not specified in source,,,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0318; Engine: YANMAR TF70
IRR-KML-0281,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Baringin Sur,16.9145610,121.8142830,Not specified in source,,4.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0320; Engine: YANMAR TF70
IRR-KML-0282,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Bacolod,16.8881360,121.8977440,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0427; Engine: YANMAR TF70
IRR-KML-0283,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Buyon,16.8240190,121.8806530,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0319; Engine: YANMAR TF70
IRR-KML-0284,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Dianao,16.8398530,121.8711390,Not specified in source,,5.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0429; Engine: YANMAR TF70
IRR-KML-0285,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Andarayan,16.8101500,121.8592690,Not specified in source,,6.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0456; Engine: YANMAR TF70
IRR-KML-0286,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,San Pablo,16.8641420,121.8261000,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0315; Engine: YANMAR TF70
IRR-KML-0287,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Dabburab,16.9105220,121.8165970,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0316; Engine: YANMAR TF70
IRR-KML-0288,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Guayabal,16.9172330,121.8132860,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0317; Engine: YANMAR TF70
IRR-KML-0289,PISOS_SPIS,PISOS,Isabela,6th District,City of Cauayan,Baringin Norte,16.9155360,121.8137660,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0428; Engine: YANMAR TF70
IRR-KML-0290,PISOS_SPIS,PISOS,Isabela,5th District,Luna,San Isidro,17.0043690,121.7219670,Not specified in source,,5.2,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0361; Engine: YANMAR TF70
IRR-KML-0291,PISOS_SPIS,PISOS,Isabela,5th District,Aurora,Sto. Domingo,17.0140310,121.7153190,Not specified in source,,5.2,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0362; Engine: YANMAR TF70
IRR-KML-0292,PISOS_SPIS,PISOS,Isabela,5th District,Luna,Lalog 1,17.0028310,121.7202640,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0363; Engine: YANMAR TF70
IRR-KML-0293,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Dangan,17.0116110,121.7437440,Not specified in source,,,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0539; Engine: YANMAR TF70
IRR-KML-0294,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago,17.0270720,121.7645330,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0538; Engine: YANMAR TF70
IRR-KML-0295,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago 5,17.0091110,121.7536440,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-11-0601; Engine: YANMAR TF70
IRR-KML-0296,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago 6,17.0121970,121.7554860,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0535; Engine: YANMAR TF70
IRR-KML-0297,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago 6,17.0146440,121.7675190,Not specified in source,,4.8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-11-0599; Engine: YANMAR TF70
IRR-KML-0298,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago 7,17.0135670,121.7528440,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-11-0605; Engine: YANMAR TF70
IRR-KML-0299,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago 3,17.0282720,121.7521750,Not specified in source,,5.25,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0533; Engine: YANMAR TF70
IRR-KML-0300,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago 4,17.0129000,121.7615470,Not specified in source,,3,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0534; Engine: YANMAR TF70
IRR-KML-0301,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Santiago 2,17.0248580,121.7509030,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-11-0553; Engine: YANMAR TF70
IRR-KML-0302,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Banquero 2,17.0149190,121.7687420,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0532; Engine: YANMAR TF70
IRR-KML-0303,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Banquero 1,17.0135920,121.7748470,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0529; Engine: YANMAR TF70
IRR-KML-0304,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Binarsang 1,17.0116110,121.7454580,Not specified in source,,3,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0537; Engine: YANMAR TF70
IRR-KML-0305,PISOS_SPIS,PISOS,Isabela,2nd District,Reina Mercedes,Sallucong,17.0204470,121.7415110,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0536; Engine: YANMAR TF70
IRR-KML-0306,PISOS_SPIS,PISOS,Isabela,,Echague,Salay,121.7070250,16.6965670,Not specified in source,,8.3,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0388; Engine: YANMAR TF70
IRR-KML-0307,PISOS_SPIS,PISOS,Isabela,6th District,Echague,Mabuhay,16.7263190,121.7190830,Not specified in source,,6.05,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0386; Engine: YANMAR TF70
IRR-KML-0308,PISOS_SPIS,PISOS,Isabela,6th District,Echague,Dammang East,16.6939360,121.6718140,Not specified in source,,7.6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0389; Engine: YANMAR TF70
IRR-KML-0309,PISOS_SPIS,PISOS,Isabela,,Echague,Dammang West,121.6705030,16.6942360,Not specified in source,,5.8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0390; Engine: YANMAR TF70
IRR-KML-0310,PISOS_SPIS,PISOS,Isabela,,Echague,Salvacion,121.7767970,16.6697500,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0387; Engine: YANMAR TF70
IRR-KML-0311,PISOS_SPIS,PISOS,Isabela,,Echague,Gucab,121.6802690,16.6986330,Not specified in source,,6.14,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0391; Engine: YANMAR TF70
IRR-KML-0312,PISOS_SPIS,PISOS,Isabela,,Echague,Annafunan,121.6802690,16.6986330,Not specified in source,,5.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-11-0549; Engine: YANMAR TF70
IRR-KML-0313,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Dumawing,16.4979440,121.8567970,Not specified in source,,7.15,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0545; Engine: YANMAR TF70
IRR-KML-0314,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Papan Easte,16.5313220,121.8111110,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0398; Engine: YANMAR TF70
IRR-KML-0315,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Napaliong,16.5273000,121.8340530,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0541; Engine: YANMAR TF70
IRR-KML-0316,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Linumot,16.5377390,121.8039670,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0396; Engine: YANMAR TF70
IRR-KML-0317,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Minuri,16.5314720,121.8630610,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0547; Engine: YANMAR TF70
IRR-KML-0318,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Palagao,16.5526110,121.7080580,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0403; Engine: YANMAR TF70
IRR-KML-0319,PISOS_SPIS,PISOS,Isabela,4th District,Jones,San Isidro,16.5977810,121.7043670,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0401; Engine: YANMAR TF70
IRR-KML-0320,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Addalam,16.5207860,121.6710610,Not specified in source,,6.6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0395; Engine: YANMAR TF70
IRR-KML-0321,PISOS_SPIS,PISOS,Isabela,6th District,Echague,Dalibubon,16.6064780,121.6880310,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0405; Engine: YANMAR TF70
IRR-KML-0322,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Lacab,16.5571580,121.6740360,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0704; Engine: YANMAR TF70
IRR-KML-0323,PISOS_SPIS,PISOS,Isabela,4th District,San Agustin,Bannawag,16.4802420,121.8311440,Not specified in source,,7.435,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0397; Engine: YANMAR TF70
IRR-KML-0324,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Sto. Domingo,16.5061920,121.8667360,Not specified in source,,6.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0399; Engine: YANMAR TF70
IRR-KML-0325,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Arubub,16.5430280,121.6762750,Not specified in source,,9.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0400; Engine: YANMAR TF70
IRR-KML-0326,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Tupax,16.5142220,121.6694920,Not specified in source,,9,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0540; Engine: YANMAR TF70
IRR-KML-0327,PISOS_SPIS,PISOS,Isabela,6th District,Echague,Dibuluan,16.6064780,121.6880310,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0404; Engine: YANMAR TF70
IRR-KML-0328,PISOS_SPIS,PISOS,Isabela,4th District,Jones,Divinan,16.5381360,121.6595140,Not specified in source,,5.1,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0542; Engine: YANMAR TF70
IRR-KML-0329,PISOS_SPIS,PISOS,Isabela,4th District,Jones,San Jose,16.5472720,121.7052500,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0402; Engine: YANMAR TF70
IRR-KML-0330,PISOS_SPIS,PISOS,Isabela,4th District,Jones,San Antonio,16.5137440,121.6748030,Not specified in source,,5.3,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0543; Engine: YANMAR TF70
IRR-KML-0331,PISOS_SPIS,PISOS,Isabela,4th District,San Agustin,Dappig,16.4492190,121.7386360,Not specified in source,,8.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0364; Engine: YANMAR TF70
IRR-KML-0332,PISOS_SPIS,PISOS,Isabela,4th District,San Agustin,Laoag,16.4359000,121.7408580,Not specified in source,,5.25,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0544; Engine: YANMAR TF70
IRR-KML-0333,PISOS_SPIS,PISOS,Nueva Vizcaya,,Bagabag,Sta Lucia Site 1,16.6650280,121.2621560,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0488; Engine: YANMAR TF70
IRR-KML-0334,PISOS_SPIS,PISOS,Nueva Vizcaya,,Bagabag,Sta Lucia Site 3,16.6518780,121.2562530,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0490; Engine: YANMAR TF70
IRR-KML-0335,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta Lucia Site 4,16.6459720,121.2474080,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0491; Engine: YANMAR TF70
IRR-KML-0336,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta Lucia Site 5,16.6499080,121.2618250,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0492; Engine: YANMAR TF70
IRR-KML-0337,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta Lucia Site 6,16.6414080,121.2602920,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0493; Engine: YANMAR TF70
IRR-KML-0338,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta Lucia Site 7,16.5668670,121.2598190,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0494; Engine: YANMAR TF70
IRR-KML-0339,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta Lucia Site 9,16.6471440,121.2591190,Not specified in source,,5.3,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0496; Engine: YANMAR TF70
IRR-KML-0340,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta Lucia Site 10,16.6441170,121.2578810,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0497; Engine: YANMAR TF70
IRR-KML-0341,PISOS_SPIS,PISOS,Nueva Vizcaya,,Bagabag,Sta Lucia Site 11,16.6524530,121.2549190,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0498; Engine: YANMAR TF70
IRR-KML-0342,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta Lucia Site 12,16.6480000,121.2569360,Not specified in source,,5.1,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0499; Engine: YANMAR TF70
IRR-KML-0343,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Nangalisan Site 1,16.6353830,121.2001000,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0500; Engine: YANMAR TF70
IRR-KML-0344,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Nangalisan Site 2,16.6364750,121.1920560,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0501; Engine: YANMAR TF70
IRR-KML-0345,PISOS_SPIS,PISOS,Quirino,Quirino,Nagtipunan,Nangalisan Site 3,16.1901000,121.6370720,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0502; Engine: YANMAR TF70
IRR-KML-0346,PISOS_SPIS,PISOS,Nueva Vizcaya,,Bagabag,Nangalisan Site 4,16.6409530,121.1792060,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0503; Engine: YANMAR TF70
IRR-KML-0347,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Nangalisan Site 5,16.6352640,121.1968940,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0504; Engine: YANMAR TF70
IRR-KML-0348,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Nangalisan Site 6,16.6373610,121.1963750,Not specified in source,,8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0505; Engine: YANMAR TF70
IRR-KML-0349,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Paniki Site 1,16.6381530,121.2207970,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0506; Engine: YANMAR TF70
IRR-KML-0350,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Paniki Site 2,16.6381030,121.2050000,Not specified in source,,8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0507; Engine: YANMAR TF70
IRR-KML-0351,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Paniki Site 3,16.6361970,121.2096280,Not specified in source,,4.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0508; Engine: YANMAR TF70
IRR-KML-0352,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Paniki Site 4,16.6397280,121.2101060,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0509; Engine: YANMAR TF70
IRR-KML-0353,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Paniki Site 5,16.6346640,121.2134690,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0510; Engine: YANMAR TF70
IRR-KML-0354,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),Magapuy Site 1,16.4356060,121.1137280,Not specified in source,,5.2,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0833; Engine: YANMAR TF70
IRR-KML-0355,PISOS_SPIS,PISOS,Quirino,Quirino,Diffun,Busilac Site 1,16.6349890,121.4506670,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0526; Engine: YANMAR TF70
IRR-KML-0356,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),Magsaysay,16.4706470,121.1722920,Not specified in source,,8.2,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0525; Engine: YANMAR TF70
IRR-KML-0357,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Diadi,Poblacion Site 1,16.6690500,121.3737440,Not specified in source,,6.8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0511; Engine: YANMAR TF70
IRR-KML-0358,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Parai,16.3028890,121.1635670,Not specified in source,,5.15,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0512; Engine: YANMAR TF70
IRR-KML-0359,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Inaban Site 1,16.3174280,121.1131310,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0513; Engine: YANMAR TF70
IRR-KML-0360,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Parai Site 1,16.3169420,121.1764250,Not specified in source,,8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0514; Engine: YANMAR TF70
IRR-KML-0361,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Bitnong Site 1,16.2952670,121.1725780,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0515; Engine: YANMAR TF70
IRR-KML-0362,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Quezon,Boliwao,16.5051330,121.2452970,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0516; Engine: YANMAR TF70
IRR-KML-0363,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Quezon,Nalubbunan,16.5016860,121.2567690,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0517; Engine: YANMAR TF70
IRR-KML-0364,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Quezon,Aurora,16.4945940,121.2513030,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0518; Engine: YANMAR TF70
IRR-KML-0365,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Quezon,Maasin,16.4657810,121.2690560,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0519; Engine: YANMAR TF70
IRR-KML-0366,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Darubba,16.3657810,121.2690560,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0520; Engine: YANMAR TF70
IRR-KML-0367,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Quezon,Baresbes,16.5007420,121.2242560,Not specified in source,,9,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0521; Engine: YANMAR TF70
IRR-KML-0368,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Solano,Bangar Site 1,16.5286830,121.2391720,Not specified in source,,6.2,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0522; Engine: YANMAR TF70
IRR-KML-0369,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Solano,Bagahabag Site 1,16.5031250,121.1974970,Not specified in source,,7,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0523; Engine: YANMAR TF70
IRR-KML-0370,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Solano,Curifang Site 1,16.5090250,121.2231580,Not specified in source,,6.2,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-10-0524; Engine: YANMAR TF70
IRR-KML-0371,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Solano,Dadap Site 1,16.5274310,121.2305190,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-1019; Engine: YANMAR TF70
IRR-KML-0372,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Bintawan Sur Site 1,16.5767560,121.1744580,Not specified in source,,8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0777; Engine: YANMAR TF70
IRR-KML-0373,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Bintawan Sur Site 3,16.5749810,121.1669500,Not specified in source,,11,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0778; Engine: YANMAR TF70
IRR-KML-0374,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Bintawan Sur Site 4,16.5745000,121.1804830,Not specified in source,,5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0776; Engine: YANMAR TF70
IRR-KML-0375,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Ambaguio,Bintawan Sur Site 5,16.5887500,121.0174560,Not specified in source,,11,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0778; Engine: YANMAR TF70
IRR-KML-0376,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Bintawan Norte Site 1,16.5774830,121.1720530,Not specified in source,,9,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0781; Engine: YANMAR TF70
IRR-KML-0377,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Nagbitin Site 1,16.6179390,121.1568560,Not specified in source,,9,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0780; Engine: YANMAR TF70
