facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_granted,year_finished,year_constructed,source_layer,source_folder,remarks
IRR00001,Gaddangao_SWIP,SWIP,Cagayan,2nd District,Rizal,,17.7839668,121.4329071,Not specified in source,,,,,,,Gaddangao SWIP,Gaddangao_SWIP,
IRR00002,Minanga_DD,DD,Cagayan,2nd District,Piat,,17.8271337,121.4992547,Not specified in source,,,,,,,DD,Minanga_DD,
IRR00003,San_Pablo_SWIP,SWIP,Isabela,6th District,City of Cauayan,,16.8846229,121.8460554,Not specified in source,,,,,,,San Pablo SWIP,San_Pablo_SWIP,
IRR-KML-0001,PISOS_SPIS,PISOS,Cagayan,1st District,Baggao,Masical,17.9122740,121.7512150,Not specified in source,,4.9,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0002,PISOS_SPIS,PISOS,Cagayan,1st District,Baggao,Masical,17.9145070,121.7460600,Not specified in source,,4.4,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0003,PISOS_SPIS,PISOS,Isabela,2nd District,Naguilian,Bitag Paque�o,17.0000000,121.8614480,Not specified in source,,,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0004,PISOS_SPIS,PISOS,Cagayan,2nd District,Abulug,San Julian,18.4433180,121.3863640,Not specified in source,,5.5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0199; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0005,PISOS_SPIS,PISOS,Cagayan,2nd District,Abulug,San Julian,18.4390730,121.4113250,Not specified in source,,3.4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0181; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0006,PISOS_SPIS,PISOS,Cagayan,2nd District,Abulug,Dana-ili,18.4242060,121.4058510,Not specified in source,,6,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0181; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0007,PISOS_SPIS,PISOS,Cagayan,2nd District,Abulug,Guiddam,18.3431080,121.4493840,Not specified in source,,4.5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0200; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0008,PISOS_SPIS,PISOS,Cagayan,,Abulug,Banguian,18.1424300,121.4430470,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0201; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0009,PISOS_SPIS,PISOS,Cagayan,2nd District,Abulug,Sto. Tomas,18.4414790,121.3875350,Not specified in source,,3.3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0198; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0010,PISOS_SPIS,PISOS,Cagayan,2nd District,Abulug,Sto. Tomas,18.4492680,121.4325170,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0197; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0011,PISOS_SPIS,PISOS,Cagayan,2nd District,Abulug,Sto. Tomas,18.4453100,121.4295410,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0180; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0012,PISOS_SPIS,PISOS,Cagayan,2nd District,Lasam,Viga,18.0417750,121.5553150,Not specified in source,,4.75,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0183; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0013,PISOS_SPIS,PISOS,Cagayan,2nd District,Claveria,Masisit,18.6132280,121.1000000,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0184; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0014,PISOS_SPIS,PISOS,Cagayan,2nd District,Sanchez-Mira,Tokitok,18.6011300,121.1751220,Not specified in source,,4.4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0203; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0015,PISOS_SPIS,PISOS,Cagayan,2nd District,Sanchez-Mira,Nagrangtayan,18.6050450,121.1666420,Not specified in source,,4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0202; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0016,PISOS_SPIS,PISOS,Cagayan,2nd District,Sanchez-Mira,Calungan,18.5824730,121.2046370,Not specified in source,,3.36,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0204; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0017,PISOS_SPIS,PISOS,Isabela,5th District,Mallig,Cordova,17.1721400,121.6505890,Not specified in source,,4.8,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0018,PISOS_SPIS,PISOS,Cagayan,3rd District,Amulung,Calintaan,17.8047150,121.6365550,Not specified in source,,,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0019,PISOS_SPIS,PISOS,Cagayan,3rd District,Enrile,Divisoria,17.5157380,121.7470400,Not specified in source,,3,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0020,PISOS_SPIS,PISOS,Cagayan,,Enrile,Liwan Sur,17.5115780,121.6360590,Not specified in source,,3.5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0206; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0021,PISOS_SPIS,PISOS,Cagayan,3rd District,Enrile,Zone 3,17.5173570,121.6938820,Not specified in source,,5.3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0176; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0022,PISOS_SPIS,PISOS,Cagayan,3rd District,Enrile,Naruang,17.5445340,121.7350560,Not specified in source,,3.6,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0023,PISOS_SPIS,PISOS,Cagayan,3rd District,Enrile,San Roque,17.5460720,121.6930930,Not specified in source,,3.3,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0024,PISOS_SPIS,PISOS,Cagayan,,Enrile,Liwan Sur,17.5106150,121.6351410,Not specified in source,,4.7,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0207; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0025,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Ubong,17.5860780,121.6113240,Not specified in source,,3.2,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0190; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0026,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Masin Iriga,17.7119830,121.6465080,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0188; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0027,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Iraga,17.7198200,121.6653100,Not specified in source,,3.3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0185; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0028,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Iraga,17.7115590,121.6463970,Not specified in source,,3.5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0189; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0029,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Iraga,17.7234600,121.6694690,Not specified in source,,3.5,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0030,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Iraga,17.7101210,121.6532310,Not specified in source,,4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0186; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0031,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Iraga,17.7101210,121.6532310,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0187; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0032,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Iraga,17.7292650,121.6644830,Not specified in source,,5.4,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0033,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Bangag,17.7044560,121.6941630,Not specified in source,,3.05,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0034,PISOS_SPIS,PISOS,Cagayan,3rd District,Solana,Bauan East,17.7139560,121.6748390,Not specified in source,,2.5,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0035,PISOS_SPIS,PISOS,Cagayan,3rd District,Tuao,Mungo,17.7083700,121.4717120,Not specified in source,,3,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0036,PISOS_SPIS,PISOS,Cagayan,3rd District,Tuao,Malalinta,17.6551680,121.4834500,Not specified in source,,3.15,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0205; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0037,PISOS_SPIS,PISOS,Isabela,1st District,Cabagan,San Juan,17.4061020,121.7358420,Not specified in source,,5.25,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0038,PISOS_SPIS,PISOS,Isabela,1st District,Cabagan,San Bernardo,17.4029800,121.7500000,Not specified in source,,3.1,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0039,PISOS_SPIS,PISOS,Isabela,1st District,Cabagan,San Bernardo,17.3967730,121.7191150,Not specified in source,,4.9,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0040,PISOS_SPIS,PISOS,Isabela,1st District,Cabagan,San Bernardo,17.4019400,121.7509730,Not specified in source,,3.25,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0041,PISOS_SPIS,PISOS,Isabela,1st District,Delfin Albano (Magsaysay),Carmencita,17.2397280,121.7434650,Not specified in source,,5.2,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0170; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0042,PISOS_SPIS,PISOS,Isabela,1st District,Delfin Albano (Magsaysay),Carmencita,17.2282380,121.7401000,Not specified in source,,5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0160; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0043,PISOS_SPIS,PISOS,Isabela,1st District,Delfin Albano (Magsaysay),Carmencita,17.2420980,121.7332450,Not specified in source,,5.1,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0162; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0044,PISOS_SPIS,PISOS,Isabela,1st District,Delfin Albano (Magsaysay),Carmencita,17.2425620,121.7448100,Not specified in source,,7.2,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0171; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0045,PISOS_SPIS,PISOS,Isabela,1st District,Delfin Albano (Magsaysay),Maui,17.2596590,121.7518980,Not specified in source,,3.5,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0046,PISOS_SPIS,PISOS,Isabela,1st District,Ilagan City (Capital),San Antonio,17.0736350,121.9962580,Not specified in source,,5.25,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0047,PISOS_SPIS,PISOS,Isabela,2nd District,San Mariano,San Antonio,17.0000000,121.9914950,Not specified in source,,3,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0048,PISOS_SPIS,PISOS,Isabela,1st District,Ilagan City (Capital),San Antonio,17.1004500,121.9981050,Not specified in source,,4.6,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0049,PISOS_SPIS,PISOS,Isabela,1st District,Ilagan City (Capital),San Antonio,17.0454750,121.9565170,Not specified in source,,3.3,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0050,PISOS_SPIS,PISOS,Isabela,1st District,Ilagan City (Capital),San Antonio,17.0613870,121.9484350,Not specified in source,,3.4,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0051,PISOS_SPIS,PISOS,Isabela,1st District,Ilagan City (Capital),Capo,17.1634720,121.9105680,Not specified in source,,3.5,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0052,PISOS_SPIS,PISOS,Isabela,,Ilagan City,San Antonio,17.1014230,121.0015780,Not specified in source,,4.5,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0053,PISOS_SPIS,PISOS,Isabela,,Ilagan City,San Antonio,17.1026870,121.0001950,Not specified in source,,5.3,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0054,PISOS_SPIS,PISOS,Isabela,1st District,Ilagan City (Capital),San Antonio,17.0933280,121.9409650,Not specified in source,,4.5,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0055,PISOS_SPIS,PISOS,Isabela,1st District,Santa Maria,Calamagui East,17.5023000,121.7591350,Not specified in source,,4.5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0164; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0056,PISOS_SPIS,PISOS,Isabela,1st District,Santa Maria,Calamagui East,17.4911060,121.7580040,Not specified in source,,7.4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0165; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0057,PISOS_SPIS,PISOS,Isabela,1st District,Santa Maria,Calamagui East,17.4871670,121.7641080,Not specified in source,,4.6,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0166; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0058,PISOS_SPIS,PISOS,Isabela,1st District,Santa Maria,Divisoria,17.5133530,121.7754680,Not specified in source,,3.4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0169; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0059,PISOS_SPIS,PISOS,Isabela,1st District,Santa Maria,Naganacan,17.4656970,121.6798920,Not specified in source,,6,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0168; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0060,PISOS_SPIS,PISOS,Isabela,1st District,Santa Maria,Naganacan,17.4607900,121.6914930,Not specified in source,,6.9,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0167; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0061,PISOS_SPIS,PISOS,Isabela,1st District,Tumauini,Bayabo East,17.2494100,121.8595220,Not specified in source,,6,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0062,PISOS_SPIS,PISOS,Isabela,1st District,Tumauini,Bayabo East,17.2482800,121.8557720,Not specified in source,,7.3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0193; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0063,PISOS_SPIS,PISOS,Isabela,1st District,Tumauini,Bayabo East,17.2534000,121.8544380,Not specified in source,,10,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0192; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0064,PISOS_SPIS,PISOS,Isabela,1st District,Tumauini,Bayabo East,17.2544030,121.8552550,Not specified in source,,8.9,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0194; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0065,PISOS_SPIS,PISOS,Isabela,2nd District,Gamu,Mabini,17.0862070,121.7414700,Not specified in source,,3.7,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0178; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0066,PISOS_SPIS,PISOS,Isabela,5th District,Burgos,Mabini,17.0763200,121.7442280,Not specified in source,,4.64,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0195; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0067,PISOS_SPIS,PISOS,Isabela,5th District,Burgos,Mabini,17.0763450,121.7522570,Not specified in source,,7.7,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0177; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0068,PISOS_SPIS,PISOS,Isabela,2nd District,Gamu,Mabini,17.0965930,121.7554580,Not specified in source,,5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0196; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0069,PISOS_SPIS,PISOS,Isabela,2nd District,Gamu,Mabini,17.1033300,121.7322780,Not specified in source,,3.3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0179; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0070,PISOS_SPIS,PISOS,Isabela,2nd District,Gamu,Linglingay,17.0922350,121.7416530,Not specified in source,,6,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0071,PISOS_SPIS,PISOS,Isabela,2nd District,Benito Soliven,Sta. Cruz,16.9881320,121.9219920,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0175; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0072,PISOS_SPIS,PISOS,Isabela,2nd District,Naguilian,Sta. Cruz,16.9840640,121.9186450,Not specified in source,,4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0173; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0073,PISOS_SPIS,PISOS,Isabela,2nd District,Benito Soliven,Yeban Norte,17.0106210,121.9393340,Not specified in source,,3.5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0174; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0074,PISOS_SPIS,PISOS,Isabela,2nd District,Benito Soliven,Villaluz,16.9335580,121.9471000,Not specified in source,,3.5,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0155; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0075,PISOS_SPIS,PISOS,Isabela,2nd District,Benito Soliven,Yeban Sur,16.9993850,121.9370470,Not specified in source,,3,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0160; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0076,PISOS_SPIS,PISOS,Isabela,,Roxas,Sinamar,17.1743000,121.5589660,Not specified in source,,6,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0161; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0077,PISOS_SPIS,PISOS,Isabela,5th District,Roxas,Marcos,17.1643880,121.5972720,Not specified in source,,5,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0078,PISOS_SPIS,PISOS,Isabela,5th District,Mallig,Turod,17.2393930,121.5559080,Not specified in source,,3,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0079,PISOS_SPIS,PISOS,Isabela,5th District,Quezon,Dummon,17.2788250,121.5530770,Not specified in source,,4.1,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0080,PISOS_SPIS,PISOS,Isabela,5th District,Quezon,Abut,17.3625500,121.6111630,Not specified in source,,4,,2019,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 19-12-0172; Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0081,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),La Torre North,16.4971160,121.1414630,Not specified in source,,4.7,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0082,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Bonfal East,16.5789610,121.1938800,Not specified in source,,5.45,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0083,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Domang,16.2889420,121.0858230,Not specified in source,,3.2,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0084,PISOS_SPIS,PISOS,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Bintawan Sur,16.5789610,121.1938800,Not specified in source,,3.2,,,,,PUMP AND ENGINE,PISOS_SPIS,Engine: YANMAR TF 90; Supplier: EQUITY MACHINERIES INC
IRR-KML-0086,PISOS_SPIS,PISOS,Cagayan,1st District,Baggao,Afusing Batu Site 1,17.9341610,121.7536940,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0244; Engine: YANMAR TF70
IRR-KML-0087,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Afusing Batu Site 2,17.8520830,121.6519110,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0246; Engine: YANMAR TF70
IRR-KML-0088,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Tamban Site 1,17.8944720,121.6422000,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0245; Engine: YANMAR TF70
IRR-KML-0089,PISOS_SPIS,PISOS,Cagayan,1st District,Baggao,Tamban Site 2,17.9341610,121.7536940,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0247; Engine: YANMAR TF70
IRR-KML-0090,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Pagbangkeruan Site 2,17.8870750,121.6850470,Not specified in source,,8,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0249; Engine: YANMAR TF70
IRR-KML-0091,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Pagbangkeruan Site 2,17.8831860,121.6788250,Not specified in source,,5.1,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0248; Engine: YANMAR TF70
IRR-KML-0092,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Damurog Site 2,17.8617440,121.6588580,Not specified in source,,4,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0254; Engine: YANMAR TF70
IRR-KML-0093,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Damurog Site 2,17.8581720,121.6561580,Not specified in source,,6,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0253; Engine: YANMAR TF70
IRR-KML-0094,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,San Esteban Site 1,17.9117190,121.7136170,Not specified in source,,4.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0252; Engine: YANMAR TF70
IRR-KML-0095,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,San Esteban Site 2,17.9079330,121.7411190,Not specified in source,,4.25,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0751; Engine: YANMAR TF70
IRR-KML-0096,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Pinocpoc Site 1,17.9054080,121.6973110,Not specified in source,,9.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0250; Engine: YANMAR TF70
IRR-KML-0097,PISOS_SPIS,PISOS,Cagayan,1st District,Alcala,Pagbangkeruan Site 3,17.8839470,121.6729220,Not specified in source,,5.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-09-0264; Engine: YANMAR TF70
IRR-KML-0098,PISOS_SPIS,PISOS,Cagayan,1st District,Baggao,Bitag Grande,17.9014520,121.8530550,Not specified in source,,8.25,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0977; Engine: YANMAR TF70
IRR-KML-0099,PISOS_SPIS,PISOS,Cagayan,1st District,Baggao,Canagatan,17.9499580,121.8826720,Not specified in source,,4.5,,2017,,,PUMP AND ENGINE,PISOS_SPIS,MOA No.: 17-12-0834; Engine: YANMAR TF70
